ID; A.X; A.Y; B.X; B.Y; A; L
53699;488961;5214750;489036;5213475;176;1277;
52648;475186;5204025;475686;5202850;156;1276;
38335;482236;5207825;483136;5208725;45;1272;
23740;477411;5216725;477536;5215475;174;1256;
30510;483761;5209525;484311;5208400;153;1252;
33812;488961;5214700;489011;5213450;177;1251;
51764;484011;5194725;484036;5193475;178;1250;
4304;486486;5212175;486836;5213375;16;1250;
36230;482311;5209925;483086;5210900;38;1245;
14185;475886;5209450;476836;5210250;49;1241;
44328;476886;5217075;477611;5218075;35;1235;
20879;483861;5209350;484411;5208250;153;1229;
56053;487386;5211525;487736;5212700;16;1226;
51751;484411;5193125;484411;5194350;0;1225;
10240;482086;5192375;483286;5192150;100;1220;
50875;492111;5211200;492986;5210350;134;1219;
22908;474611;5207250;475011;5206100;160;1217;
7540;476886;5217075;477611;5218050;36;1215;
10203;476886;5217075;477611;5218050;36;1215;
34186;479511;5217800;479761;5218975;12;1201;
50141;477786;5202050;477811;5203250;1;1200;
50124;479511;5201325;479511;5202525;0;1200;
59301;478186;5217250;478186;5218450;0;1200;
41165;484911;5211750;485386;5210650;156;1198;
30599;484036;5209475;484561;5208400;153;1196;
53141;483786;5209475;484311;5208400;153;1196;
20939;475886;5209450;476786;5210225;49;1187;
9141;482261;5207850;483086;5208700;44;1184;
26220;492786;5217050;493611;5216200;135;1184;
28854;492786;5217050;493611;5216200;135;1184;
39455;476911;5217125;477611;5218075;36;1180;
31093;475111;5214050;475161;5215225;2;1176;
24962;475161;5204050;475636;5202975;156;1175;
30820;484886;5211825;485361;5210750;156;1175;
33137;483811;5209500;484286;5208425;156;1175;
58970;475161;5214125;475161;5215300;0;1175;
14100;483886;5209300;484411;5208250;153;1173;
45390;484411;5202775;485186;5203650;41;1168;
43288;482261;5207850;483086;5208675;45;1166;
27953;483811;5209450;484311;5208400;154;1162;
28234;484911;5211750;485386;5210700;155;1152;
14407;490861;5212475;492011;5212475;90;1150;
28481;487436;5212825;487436;5213975;0;1150;
33783;475136;5214125;475136;5215275;0;1150;
38336;482436;5207700;483261;5208500;45;1149;
34498;492061;5195800;492386;5196900;16;1147;
58718;487386;5211525;487711;5212625;16;1147;
52781;489486;5203675;489636;5202550;172;1134;
45830;482286;5207875;483086;5208675;45;1131;
51654;491811;5191675;492286;5192700;24;1129;
2387;484211;5193225;484236;5194350;1;1125;
7190;491461;5215400;491486;5214275;178;1125;
27937;475886;5209150;475911;5208025;178;1125;
53633;487411;5212825;487436;5213950;1;1125;
46660;472661;5216625;473561;5217300;53;1125;
33617;486486;5212150;486811;5213225;16;1123;
43452;479236;5209375;479936;5210250;38;1120;
22580;475161;5204050;475611;5203025;156;1119;
10250;492361;5191750;492986;5192675;34;1116;
48186;482236;5207225;483161;5207850;55;1116;
11643;483761;5205025;484586;5205775;47;1114;
25644;492086;5211200;492911;5210450;132;1114;
45756;483761;5205025;484586;5205775;47;1114;
3968;477286;5208600;478086;5209375;45;1113;
13871;480986;5206525;481961;5206000;118;1107;
57909;484736;5203875;485261;5204850;28;1107;
48866;479936;5213950;480411;5214950;25;1107;
50710;483836;5209400;484311;5208400;154;1107;
11891;482161;5209675;482836;5210550;37;1105;
49065;472686;5216625;473561;5217300;52;1105;
30425;490111;5206800;490161;5207900;2;1101;
53722;491186;5214875;491236;5213775;177;1101;
5413;480961;5197875;480986;5196775;178;1100;
21201;490911;5212475;492011;5212450;91;1100;
54629;489061;5197225;489086;5196125;178;1100;
18803;492761;5210825;493861;5210825;90;1100;
20987;492736;5210825;493836;5210825;90;1100;
25031;476336;5203800;476336;5204900;0;1100;
25409;475886;5208075;475886;5209175;0;1100;
43785;486486;5212200;486811;5213250;17;1099;
31499;479511;5217825;479736;5218900;11;1098;
10066;474911;5216625;475711;5217375;46;1096;
26049;484436;5216050;485186;5215250;136;1096;
53334;492136;5211175;492936;5210425;133;1096;
56003;484911;5211725;485361;5210725;155;1096;
33302;477311;5208600;478086;5209375;45;1096;
1196;480986;5206525;481961;5206025;117;1095;
18565;482261;5207225;483161;5207850;55;1095;
47502;483236;5199875;483861;5200775;34;1095;
44368;482011;5192400;483086;5192200;100;1093;
33843;488061;5213650;488361;5212600;164;1092;
3019;483161;5199750;483736;5200675;31;1089;
15551;491136;5199400;491561;5200400;23;1086;
45958;479236;5209375;479911;5210225;38;1085;
14967;480086;5191975;480786;5192800;40;1081;
28161;492111;5211175;492911;5210450;132;1079;
43260;483786;5205050;484586;5205775;47;1079;
46645;475136;5216850;475936;5217575;47;1079;
1979;485386;5217000;486161;5216250;134;1078;
41117;492186;5211150;492961;5210400;134;1078;
51297;488961;5214775;489036;5213700;176;1077;
47465;491161;5199425;491561;5200425;21;1077;
1735;490911;5212475;491986;5212450;91;1075;
9627;486486;5212225;486811;5213250;17;1075;
46262;486511;5212275;486836;5213300;17;1075;
16564;492786;5210825;493861;5210825;90;1075;
24137;481211;5193200;481211;5194275;0;1075;
25598;484361;5209875;484361;5210950;0;1075;
5720;483161;5199750;483736;5200650;32;1068;
6094;480286;5203150;480861;5204050;32;1068;
44384;492436;5191800;493011;5192700;32;1068;
19273;485386;5217000;486136;5216250;135;1060;
38698;490061;5210425;490211;5211475;8;1060;
48244;482336;5207925;483086;5208675;45;1060;
51203;490861;5213700;491211;5212700;160;1059;
3344;474236;5202925;474486;5203950;13;1055;
18822;476886;5209925;477736;5210550;53;1055;
23023;491011;5208600;491261;5207575;166;1055;
27185;475136;5200575;475386;5201600;13;1055;
8572;479411;5203175;479511;5202125;174;1054;
420;486336;5197400;487311;5197800;67;1053;
9048;487361;5205850;487861;5206775;28;1051;
12140;486511;5212300;486836;5213300;18;1051;
22841;480986;5206525;481911;5206025;118;1051;
45630;487361;5205850;487861;5206775;28;1051;
16986;479936;5213950;480386;5214900;25;1051;
25453;483836;5209400;484286;5208450;154;1051;
31056;491186;5214900;491211;5213850;178;1050;
31188;487786;5216250;487811;5215200;178;1050;
34715;480961;5197850;480986;5196800;178;1050;
56608;491211;5213850;491211;5214900;0;1050;
36858;479536;5217950;479761;5218975;12;1049;
38011;480311;5203175;480886;5204050;33;1047;
14037;482486;5207825;483286;5208500;49;1046;
7807;479611;5193800;479986;5194775;21;1044;
9090;483811;5205075;484586;5205775;47;1044;
30763;492111;5211175;492886;5210475;132;1044;
30832;482786;5210800;483486;5210025;137;1044;
34335;489811;5192375;490586;5193075;47;1044;
19284;474711;5216850;475461;5217575;45;1043;
33140;480586;5207925;481111;5208825;30;1041;
45735;482186;5207175;483036;5207775;54;1040;
24188;476511;5195500;476986;5194575;152;1039;
25571;484136;5209300;484611;5208375;152;1039;
27165;483211;5199750;483686;5200675;27;1039;
49408;476511;5195500;476986;5194575;152;1039;
58176;486186;5206700;486461;5205700;164;1037;
17146;478811;5213425;479436;5214250;37;1035;
53452;478061;5210625;478311;5211625;14;1030;
57904;480361;5203200;480861;5204100;29;1029;
48690;486511;5212300;486836;5213275;18;1027;
24092;480436;5194175;480486;5193150;177;1026;
26774;489036;5197225;489086;5196200;177;1026;
28528;475136;5215075;475186;5214050;177;1026;
33040;490111;5206850;490161;5207875;2;1026;
33691;487411;5212950;487461;5213975;2;1026;
35980;475661;5208025;475711;5209050;2;1026;
53194;489836;5211125;489886;5210100;177;1026;
3682;482436;5207700;483186;5208400;46;1025;
6611;479636;5209525;480336;5210275;43;1025;
35648;482436;5207700;483186;5208400;46;1025;
48391;481086;5209900;481836;5210600;46;1025;
1361;482361;5207950;483086;5208675;45;1025;
23200;492261;5211075;492986;5210350;135;1025;
27345;476336;5203800;476361;5204825;1;1025;
39044;491211;5213825;491236;5214850;1;1025;
41983;484211;5193300;484236;5194325;1;1025;
57241;489061;5197200;489086;5196175;178;1025;
23578;490961;5212475;491986;5212475;90;1025;
59275;491211;5213850;491211;5214875;0;1025;
21928;482386;5196825;482761;5195875;158;1021;
11560;487036;5204800;487336;5205775;17;1020;
38203;483461;5205400;484286;5206000;53;1020;
50942;484961;5211600;485386;5210675;155;1017;
18458;480986;5206525;481886;5206050;117;1017;
20623;480986;5206525;481886;5206050;117;1017;
35845;483986;5209550;484461;5208650;152;1017;
50475;480986;5206525;481886;5206050;117;1017;
3951;479236;5209375;479861;5210175;38;1015;
10441;479611;5193825;479961;5194775;20;1012;
5866;484436;5202800;485086;5203575;39;1011;
15573;482086;5198950;482861;5199600;50;1011;
19239;479161;5213900;479836;5214650;41;1009;
56021;482786;5210800;483461;5210050;138;1009;
5173;473236;5194525;473736;5195400;29;1007;
6179;475611;5204575;476311;5205300;43;1007;
36298;492236;5212750;492936;5213475;43;1007;
44308;476811;5217375;476936;5218375;7;1007;
46023;481111;5209925;481836;5210625;46;1007;
57500;492811;5196975;493211;5197900;23;1007;
57529;483236;5199825;483736;5200700;29;1007;
55951;478036;5210525;478286;5211500;14;1006;
24679;486261;5200725;487261;5200775;87;1001;
25259;478211;5203875;478261;5204875;2;1001;
36375;487411;5213000;487461;5214000;2;1001;
39119;491436;5215200;491486;5214200;177;1001;
53773;477786;5216300;477836;5215300;177;1001;
56263;491661;5215150;491711;5214150;177;1001;
56412;491436;5215450;491486;5214450;177;1001;
33215;476911;5208800;477136;5209775;12;1000;
4438;475136;5214100;475161;5215100;1;1000;
18973;490911;5212475;491911;5212450;91;1000;
50854;475886;5209200;475911;5208200;178;1000;
51560;478386;5218550;478411;5217550;178;1000;
2390;484011;5193700;484011;5194700;0;1000;
7133;475136;5214125;475136;5215125;0;1000;
12067;490861;5212450;491861;5212450;90;1000;
24112;480986;5193025;480986;5194025;0;1000;
33560;473461;5211550;473461;5212550;0;1000;
39299;478786;5216700;478786;5217700;0;1000;
18629;474686;5208725;475536;5209250;58;999;
8710;486161;5203400;486636;5204275;28;995;
46305;491986;5212400;492611;5213175;38;995;
6488;482436;5207700;483161;5208375;47;990;
43486;481136;5209950;481836;5210650;45;989;
45956;479661;5209550;480361;5210250;45;989;
38830;487386;5211450;487661;5212400;16;989;
45475;478361;5203125;478936;5203925;35;985;
38164;478036;5202350;478436;5203250;23;984;
12886;476486;5195525;476936;5194650;152;983;
39265;479661;5216150;479911;5217100;14;982;
19203;480336;5213425;480936;5212650;142;980;
41396;488961;5214375;489061;5213400;174;980;
58454;479236;5209375;479836;5210150;37;980;
3742;490111;5206875;490161;5207850;2;976;
6397;489136;5206800;489186;5207775;2;976;
48004;472686;5204525;473436;5205150;50;976;
7713;492611;5193325;492636;5194300;1;975;
11387;491036;5204975;492011;5205000;88;975;
27927;475636;5208025;475661;5209000;1;975;
40529;476336;5203850;476361;5204825;1;975;
52113;489061;5197225;489086;5196250;178;975;
53300;484361;5209875;484386;5210850;1;975;
55432;486936;5203300;486961;5204275;1;975;
24115;484211;5193300;484211;5194275;0;975;
31942;488036;5195900;488036;5196875;0;975;
33117;475911;5208050;475911;5209025;0;975;
55547;478636;5206775;478636;5207750;0;975;
55961;489836;5210200;489836;5211175;0;975;
56925;492636;5193375;492636;5194350;0;975;
2467;473211;5194475;473686;5195325;29;973;
10393;488786;5193675;489261;5194525;29;973;
26450;490936;5192925;491661;5192275;131;973;
32346;483236;5199825;483711;5200675;29;973;
43232;487386;5205925;487861;5206775;29;973;
48176;483836;5205100;484561;5205750;48;973;
48242;482461;5207750;483186;5208400;48;973;
51270;484486;5216000;485136;5215275;138;973;
6791;484061;5209475;484486;5208600;154;972;
32742;484836;5204000;485261;5204875;25;972;
10720;486511;5197800;487436;5198100;72;972;
16090;475586;5204550;476261;5205250;43;972;
38920;486486;5212175;486786;5213100;17;972;
44059;474561;5215500;475236;5216200;43;972;
51640;490936;5192925;491636;5192250;133;972;
42616;491736;5199500;491936;5200450;11;970;
59291;479436;5217325;479611;5218275;10;965;
6235;483486;5205400;484261;5205975;53;965;
13934;474611;5207225;474886;5206300;163;965;
35469;472886;5203725;473661;5204300;53;965;
12497;480011;5214100;480411;5214975;24;962;
5344;482586;5196575;482736;5195625;171;961;
25184;480986;5206525;481836;5206075;117;961;
9708;492861;5213950;493611;5214550;51;960;
10586;476136;5195700;476736;5196450;38;960;
15803;474761;5201050;475511;5201650;51;960;
8057;484336;5196475;484461;5197425;7;958;
26772;489011;5195000;489261;5195925;15;958;
30772;478036;5210550;478286;5211475;15;958;
17131;475111;5216850;475836;5217475;49;957;
1619;490361;5211075;491061;5211725;47;955;
23978;490961;5192900;491661;5192250;132;955;
35467;475586;5204550;476236;5205250;42;955;
36455;484486;5214200;484586;5215150;6;955;
3992;481161;5209975;481836;5210650;45;954;
11737;482286;5207875;482961;5208550;45;954;
47994;475586;5204575;476261;5205250;45;954;
53710;486711;5215800;487386;5215125;135;954;
58796;492236;5212750;492911;5213425;45;954;
54613;476611;5198050;476686;5199000;4;952;
3413;480386;5203250;480861;5204075;29;951;
40749;481336;5207250;481811;5206425;150;951;
2386;484411;5193125;484461;5194075;3;951;
3736;489136;5206825;489186;5207775;3;951;
4386;487411;5213025;487461;5213975;3;951;
33332;475636;5208050;475686;5209000;3;951;
51411;477786;5216325;477836;5215375;176;951;
58277;489136;5206825;489186;5207775;3;951;
58855;487411;5213000;487461;5213950;3;951;
16069;480086;5203925;480511;5204775;26;950;
16379;482186;5207175;482961;5207725;54;950;
19170;485436;5215200;486211;5215750;54;950;
26181;477786;5216225;477811;5215275;178;950;
30358;478611;5207725;478636;5206775;178;950;
46288;490861;5212450;491811;5212475;88;950;
50080;486936;5203300;486961;5204250;1;950;
51170;487411;5212950;487436;5213900;1;950;
52640;486936;5203300;486961;5204250;1;950;
4641;491211;5213850;491211;5214800;0;950;
27792;478636;5206875;478636;5207825;0;950;
36429;475136;5214175;475136;5215125;0;950;
51916;484211;5193200;484211;5194150;0;950;
7351;479761;5216600;480061;5217500;18;948;
52361;491361;5199300;491661;5200200;18;948;
25174;480111;5206425;481036;5206225;102;946;
38580;479236;5209375;479811;5210125;37;945;
44332;473036;5218100;473611;5218850;37;945;
1444;483886;5209675;484386;5208875;147;943;
7630;482336;5192600;483261;5192425;100;941;
45179;491736;5199450;491911;5200375;10;941;
19033;492111;5212525;492711;5213250;39;941;
42225;490061;5196350;490336;5197250;16;941;
55533;486186;5206675;486461;5205775;163;941;
48770;481736;5213675;482561;5214125;61;939;
56756;492461;5191825;492911;5192650;28;939;
28090;484136;5209300;484536;5208450;154;939;
53265;484136;5209300;484536;5208450;154;939;
16385;482461;5207750;483161;5208375;48;938;
18616;482561;5207875;483261;5208500;48;938;
8875;475611;5204575;476261;5205250;43;937;
28559;484486;5215950;485136;5215275;136;937;
44780;484336;5196450;484486;5197375;9;937;
58496;477411;5208725;478086;5209375;46;937;
30408;491886;5208050;492136;5207150;164;934;
37952;489511;5203600;489636;5202675;172;933;
41809;492436;5191800;492911;5192600;30;930;
42903;484711;5203850;485186;5204650;30;930;
41038;483536;5210125;484086;5209375;143;930;
6244;478036;5202350;478411;5203200;23;929;
28129;484561;5209450;484936;5208600;156;929;
30107;478036;5202350;478411;5203200;23;929;
32872;478036;5202350;478411;5203200;23;929;
35518;478036;5202350;478411;5203200;23;929;
5141;487411;5194500;487836;5195325;27;928;
17097;479261;5216375;479686;5217200;27;928;
22354;486336;5200700;487261;5200775;85;928;
23448;488961;5214725;489036;5213800;175;928;
26921;484136;5198475;484211;5197550;175;928;
29242;476486;5195525;476911;5194700;152;928;
30524;484211;5209625;484636;5208800;152;928;
34505;487411;5194500;487836;5195325;27;928;
51413;477561;5217475;477636;5216550;175;928;
52357;483236;5199750;483661;5200575;27;928;
54356;476486;5195525;476911;5194700;152;928;
57722;474986;5203750;475411;5202925;152;928;
28794;479261;5215975;479486;5216875;14;927;
30389;474736;5207000;474961;5206100;165;927;
40882;491036;5208450;491261;5207550;165;927;
55589;474711;5207050;474936;5206150;165;927;
3811;475886;5208075;475936;5209000;3;926;
4057;489811;5210200;489861;5211125;3;926;
4704;483761;5217725;483811;5216800;176;926;
9769;485061;5213000;485111;5213925;3;926;
18921;475436;5211975;476361;5212025;86;926;
53768;478011;5216400;478061;5215475;176;926;
56239;487411;5212950;487461;5213875;3;926;
58221;485611;5207050;485661;5206125;176;926;
2657;489061;5197175;489086;5196250;178;925;
11357;478161;5203275;478736;5204000;38;925;
30561;475886;5208125;475911;5209050;1;925;
33728;491186;5214750;491211;5213825;178;925;
41937;492611;5194375;492636;5193450;178;925;
51069;490986;5212475;491911;5212450;91;925;
2404;492636;5193375;492636;5194300;0;925;
2729;480961;5196900;480961;5197825;0;925;
6161;476061;5203725;476061;5204650;0;925;
7137;491211;5213850;491211;5214775;0;925;
7789;484236;5193400;484236;5194325;0;925;
27113;474386;5199275;474386;5200200;0;925;
32044;480961;5196900;480961;5197825;0;925;
56389;487811;5215225;487811;5216150;0;925;
58193;478636;5206800;478636;5207725;0;925;
1281;482261;5207250;483036;5207750;57;922;
12673;472986;5218075;473586;5218775;40;921;
15942;478186;5203325;478786;5204025;40;921;
46192;487536;5210900;487736;5211800;12;921;
3745;475611;5204575;476236;5205250;42;919;
8528;474611;5200875;475286;5201500;47;919;
12935;476536;5196125;477161;5195450;137;919;
16268;483886;5205125;484561;5205750;47;919;
20787;482611;5207900;483286;5208525;47;919;
3878;484586;5205775;484936;5206625;22;919;
6455;484586;5205775;484936;5206625;22;919;
8161;486711;5198150;487561;5198500;67;919;
9297;479736;5209650;480386;5210300;45;919;
9639;492286;5212800;492936;5213450;45;919;
33607;492236;5212750;492886;5213400;45;919;
39189;474561;5215500;475211;5216150;45;919;
40818;484686;5208325;485336;5207675;135;919;
43011;475636;5204625;476286;5205275;45;919;
45533;475611;5204600;476261;5205250;45;919;
51256;486736;5215775;487386;5215125;135;919;
56206;492236;5212750;492886;5213400;45;919;
57435;487186;5199725;487836;5200375;45;919;
47423;475961;5198950;476761;5199400;60;917;
12201;486661;5212000;486936;5212875;17;917;
4490;484861;5214050;485261;5214875;25;916;
21891;476511;5195500;476911;5194675;154;916;
23335;484986;5211525;485386;5210700;154;916;
25708;484961;5211600;485361;5210775;154;916;
38231;475361;5205775;475536;5206675;11;916;
39712;476511;5195500;476911;5194675;154;916;
46818;482211;5192350;483111;5192200;99;912;
17113;478586;5216075;479136;5216800;37;910;
35915;479261;5209400;479811;5210125;37;910;
42288;482011;5196600;482261;5197475;15;910;
46790;473036;5218100;473586;5218825;37;910;
48616;474636;5210650;474961;5211500;20;910;
50377;474636;5207150;474886;5206275;164;910;
42529;483236;5199850;483711;5200625;31;908;
35573;479836;5205725;480211;5206550;24;906;
53660;485986;5215050;486361;5214225;155;906;
58083;479836;5205725;480211;5206550;24;906;
44710;476161;5195750;476736;5196450;39;905;
47841;478161;5203275;478736;5203975;39;905;
47962;480061;5203900;480486;5204700;27;905;
7150;484486;5214250;484586;5215150;6;905;
25585;492961;5211100;493861;5211200;83;905;
27737;487361;5207950;487586;5207075;165;903;
53014;487361;5207950;487586;5207075;165;903;
207;485386;5194500;486061;5195100;48;903;
8460;492711;5200600;493386;5201200;48;903;
11741;482486;5207775;483161;5208375;48;903;
15431;484336;5197975;485011;5198575;48;903;
18422;483836;5205100;484511;5205700;48;903;
25683;489161;5211975;489761;5211300;138;903;
28093;482786;5210800;483386;5210125;138;903;
28281;489161;5211975;489761;5211300;138;903;
55079;476861;5201950;476936;5202850;4;903;
55138;476336;5203825;476411;5204725;4;903;
7768;486386;5193200;487011;5193850;43;901;
25064;488236;5204500;488886;5203875;133;901;
27565;488236;5204500;488886;5203875;133;901;
52752;488236;5204500;488886;5203875;133;901;
5676;491236;5199575;491536;5200425;19;901;
7116;485061;5213025;485111;5213925;3;901;
21330;476161;5212925;476911;5213425;56;901;
24119;485861;5193000;485911;5193900;3;901;
31241;491436;5215400;491486;5214500;176;901;
34174;478611;5218825;478661;5217925;176;901;
35414;476336;5203650;476386;5204550;3;901;
36841;478611;5218825;478661;5217925;176;901;
36843;476861;5217025;477361;5217775;33;901;
46392;485061;5213025;485111;5213925;3;901;
55643;489136;5206850;489186;5207750;3;901;
56397;477786;5216275;477836;5215375;176;901;
58328;475886;5208125;475936;5209025;3;901;
59076;491436;5215400;491486;5214500;176;901;
59399;478786;5217675;478836;5216775;176;901;
5350;489061;5197175;489086;5196275;178;900;
22089;480961;5197725;480986;5196825;178;900;
25299;490136;5207950;490161;5207050;178;900;
25826;490986;5212475;491886;5212450;91;900;
26570;484211;5194225;484236;5193325;178;900;
34146;489261;5218025;489286;5217125;178;900;
36840;478786;5217625;478811;5216725;178;900;
41340;491061;5212450;491961;5212475;88;900;
46732;478786;5216675;478811;5217575;1;900;
51927;477286;5196050;477311;5195150;178;900;
52454;473336;5201650;473361;5200750;178;900;
11280;487711;5202850;487711;5203750;0;900;
24057;484036;5193800;484036;5194700;0;900;
25581;484136;5209975;484136;5210875;0;900;
26315;478386;5217650;478386;5218550;0;900;
29426;480961;5196900;480961;5197800;0;900;
34017;478161;5216850;478161;5217750;0;900;
34406;492636;5193400;492636;5194300;0;900;
36669;478161;5216850;478161;5217750;0;900;
41766;478361;5217950;478361;5218850;0;900;
43908;491211;5213875;491211;5214775;0;900;
44333;478786;5216700;478786;5217600;0;900;
54233;484436;5193200;484436;5194100;0;900;
57596;491761;5199675;491961;5200550;12;897;
22680;490636;5204975;491411;5204525;120;896;
35008;483261;5199875;483711;5200650;30;896;
38055;472936;5203775;473661;5204300;54;895;
23220;484161;5209250;484561;5208450;153;894;
32663;475011;5203725;475411;5202925;153;894;
38187;479836;5205725;480236;5206525;26;894;
31034;486536;5212400;486811;5213250;17;893;
36290;486486;5212175;486761;5213025;17;893;
43072;475361;5205825;475536;5206700;11;892;
1367;479161;5208050;479711;5208750;38;890;
39009;492911;5214000;493611;5214550;51;890;
8343;483236;5199850;483711;5200600;32;887;
45085;483211;5199825;483686;5200575;32;887;
6671;485786;5208550;486111;5209375;21;886;
33385;492136;5211150;492811;5210575;130;886;
46259;472986;5212575;473561;5213250;40;886;
11883;492936;5210000;493536;5210650;42;884;
53707;474336;5214775;474986;5214175;132;884;
293;476586;5196075;477211;5195450;135;883;
3885;483986;5209550;484411;5208775;151;883;
6454;483786;5205025;484411;5205650;45;883;
15514;475986;5198975;476761;5199400;61;883;
16975;486836;5215675;487461;5215050;135;883;
19241;480036;5215000;480411;5215800;25;883;
56280;485986;5215025;486361;5214225;154;883;
1923;476161;5212925;476886;5213425;55;880;
4285;482686;5210350;483186;5211075;34;880;
38892;482686;5210350;483186;5211075;34;880;
39085;484486;5214275;484586;5215150;6;880;
43988;484486;5214250;484586;5215125;6;880;
9046;486911;5203375;486986;5204250;4;878;
36107;488211;5211275;488286;5212150;4;878;
4711;479736;5216525;480036;5217350;19;877;
5117;479661;5193900;479961;5194725;19;877;
34023;479736;5216525;480036;5217350;19;877;
36689;479736;5216525;480036;5217350;19;877;
41894;479661;5193850;479961;5194675;19;877;
59212;479736;5216525;480036;5217350;19;877;
954;473786;5204350;474661;5204300;93;876;
4195;485061;5213025;485111;5213900;3;876;
26168;492286;5216900;492336;5216025;176;876;
26238;476836;5217200;476886;5218075;3;876;
26461;483161;5193600;483211;5192725;176;876;
31519;478611;5218825;478661;5217950;176;876;
32727;486911;5203375;486961;5204250;3;876;
35718;490111;5206950;490161;5207825;3;876;
35778;475886;5208100;475936;5208975;3;876;
43965;485061;5213050;485111;5213925;3;876;
58063;486911;5203400;486961;5204275;3;876;
59147;477786;5216275;477836;5215400;176;876;
4000;475661;5208125;475686;5209000;1;875;
16804;491011;5212475;491886;5212450;91;875;
26696;477286;5196050;477311;5195175;178;875;
27479;486936;5203300;486961;5204175;1;875;
31721;484011;5193800;484036;5194675;1;875;
32391;491736;5198800;491761;5199675;1;875;
32566;477761;5202075;477786;5202950;1;875;
33249;489811;5210250;489836;5211125;1;875;
33884;477361;5217400;477386;5216525;178;875;
34173;478786;5217575;478811;5216700;178;875;
35899;489811;5210250;489836;5211125;1;875;
36621;477361;5217350;477386;5216475;178;875;
37297;489061;5197150;489086;5196275;178;875;
56887;484011;5193800;484036;5194675;1;875;
5085;484211;5193175;484211;5194050;0;875;
5099;492636;5193400;492636;5194275;0;875;
9763;491211;5213875;491211;5214750;0;875;
13273;482286;5199150;482986;5199675;53;875;
21675;478361;5217900;478361;5218775;0;875;
29074;484436;5193225;484436;5194100;0;875;
34398;484211;5193225;484211;5194100;0;875;
37061;492636;5193425;492636;5194300;0;875;
43328;475686;5208100;475686;5208975;0;875;
43857;492911;5214025;493611;5214550;53;875;
48703;490961;5212475;491836;5212475;90;875;
48862;485486;5215225;486186;5215750;53;875;
57251;480961;5196900;480961;5197775;0;875;
37665;483286;5199925;483736;5200675;30;874;
3549;478036;5202350;478386;5203150;23;873;
5770;483061;5201550;483861;5201900;66;873;
35803;480161;5209300;480511;5210100;23;873;
38569;480161;5209300;480511;5210100;23;873;
40652;480236;5206400;481086;5206200;103;873;
42331;486861;5198175;487661;5198525;66;873;
50610;491036;5208475;491236;5207625;166;873;
58033;478036;5202350;478386;5203150;23;873;
28331;491886;5212100;492286;5212875;27;872;
48567;473261;5211600;474036;5212000;62;872;
55174;474986;5203750;475386;5202975;152;872;
55684;483811;5209450;484211;5208675;152;872;
1100;472786;5204625;473461;5205175;50;870;
7426;478786;5213400;479336;5214075;39;870;
9982;478786;5213400;479336;5214075;39;870;
