ID; A.X; A.Y; B.X; B.Y; A; L
13366;481713;5216775;482449;5215322;153;1628;
3380;478842;5213485;479856;5214759;38;1627;
3799;482667;5210750;483942;5209737;128;1627;
14245;482987;5199461;483886;5200818;33;1627;
3538;492514;5199400;493470;5200716;36;1626;
8884;479497;5215107;480453;5216423;36;1626;
4538;479898;5213855;480575;5215329;24;1622;
7284;484726;5206064;485403;5207538;24;1622;
13903;480014;5214076;480692;5215550;24;1622;
14944;491965;5200630;492643;5202104;24;1622;
7701;486437;5199096;487264;5197708;149;1615;
14556;476657;5211620;476859;5213222;7;1614;
7520;484229;5217831;484282;5216220;178;1612;
14941;490911;5197375;491646;5198807;27;1610;
7063;472923;5198120;473025;5196516;176;1607;
10559;473222;5203584;474826;5203686;86;1607;
14317;486783;5204264;486885;5202660;176;1607;
13432;476025;5217848;476177;5216252;174;1603;
510;475441;5211630;477013;5211930;79;1600;
2852;481484;5196489;483072;5196690;82;1600;
7986;474169;5207834;474468;5206262;169;1600;
9402;484512;5212206;484812;5210634;169;1600;
4106;485257;5198555;486837;5198805;81;1600;
6422;485416;5197871;485666;5196291;171;1600;
6555;474078;5201695;474328;5200114;171;1600;
7378;484538;5212362;484788;5210782;171;1600;
13233;484530;5212412;484781;5210831;171;1600;
514;478793;5213477;479814;5214702;39;1594;
5125;478793;5213477;479814;5214702;39;1594;
6845;486008;5216189;487357;5215340;122;1594;
11669;477761;5196659;478782;5197884;39;1594;
3334;479489;5215157;480453;5216423;37;1591;
9557;479447;5215100;480411;5216366;37;1591;
6884;485663;5218362;486532;5217032;146;1589;
8061;490223;5211946;490638;5213480;15;1589;
2550;490275;5212258;490797;5213759;19;1588;
11325;476561;5210947;477900;5211766;58;1569;
5690;480363;5213473;481273;5212200;144;1565;
2423;482451;5207324;483308;5208624;33;1557;
3207;485591;5207315;486562;5208532;38;1557;
4349;485591;5207315;486562;5208532;38;1557;
4573;478884;5213542;479856;5214759;38;1557;
8539;478089;5202583;479003;5203841;36;1555;
11359;491894;5212262;492809;5213520;36;1555;
11478;479538;5215165;480453;5216423;36;1555;
11715;483063;5199625;483977;5200883;36;1555;
12133;479538;5215165;480453;5216423;36;1555;
8141;480098;5214190;480734;5215607;24;1553;
9014;482393;5197139;482734;5195624;167;1553;
9789;472894;5198622;473038;5197075;174;1553;
4664;483759;5195229;485105;5195999;60;1550;
6182;475482;5211687;477021;5211880;82;1550;
10094;484512;5212206;484804;5210683;169;1550;
14468;474177;5207785;474468;5206262;169;1550;
6927;475960;5217939;476203;5216408;171;1550;
8235;475968;5217890;476210;5216359;171;1550;
12339;485257;5198555;486788;5198797;81;1550;
2515;486877;5208784;487406;5210235;20;1544;
4501;472950;5212653;474166;5213605;51;1544;
13991;485778;5217317;486730;5216101;141;1544;
3238;480700;5210387;481123;5211872;15;1543;
3279;475321;5212067;476415;5213151;45;1540;
3796;480776;5209590;481869;5210674;45;1540;
12569;484601;5205892;485294;5207268;26;1540;
3308;480376;5214032;481126;5215366;29;1530;
12735;472999;5212661;474158;5213654;49;1526;
14641;480139;5214247;480726;5215656;22;1526;
7981;487061;5209218;487435;5210695;14;1523;
1244;479489;5215157;480411;5216366;37;1520;
1814;491894;5212262;492817;5213471;37;1520;
1972;479489;5215157;480411;5216366;37;1520;
2689;479489;5215157;480411;5216366;37;1520;
7554;478820;5215861;478833;5217382;0;1520;
15401;479489;5215157;480411;5216366;37;1520;
346;482446;5206715;483807;5207387;63;1518;
6285;481770;5216733;482442;5215371;153;1518;
10799;481770;5216733;482442;5215371;153;1518;
7697;485928;5198155;485965;5196642;178;1513;
3360;479931;5213961;480575;5215329;25;1511;
5105;479890;5213904;480925;5212802;136;1511;
1213;491064;5215269;491200;5213772;174;1503;
1297;478757;5218180;478893;5216682;174;1503;
3704;480214;5205147;481680;5205480;77;1503;
8617;489994;5207962;490130;5206464;174;1503;
6001;474029;5201687;474313;5200213;169;1500;
8231;478201;5218496;478386;5217007;172;1500;
8925;478201;5218496;478386;5217007;172;1500;
11679;486967;5199585;488134;5200529;51;1500;
13823;474177;5207785;474461;5206311;169;1500;
14549;475550;5211900;475735;5210411;172;1500;
15430;477315;5216736;477599;5215262;169;1500;
7560;475968;5217890;476203;5216408;171;1500;
8930;475976;5217840;476210;5216359;171;1500;
10960;479790;5193437;480492;5194763;27;1500;
12915;485424;5197822;485658;5196340;171;1500;
14800;479790;5193437;480492;5194763;27;1500;
8352;483634;5195058;484866;5195911;55;1498;
1572;484130;5202477;485117;5203595;41;1491;
12092;480368;5214081;481126;5215366;30;1491;
6446;473501;5196389;474214;5195084;151;1486;
11207;487956;5207082;488772;5208325;33;1486;
11736;492318;5201597;493248;5202757;38;1486;
11913;487956;5207082;488772;5208325;33;1486;
1164;491936;5212319;492809;5213520;36;1484;
4420;491811;5212147;492684;5213349;36;1484;
10138;491894;5212262;492767;5213463;36;1484;
15337;491936;5212319;492809;5213520;36;1484;
1237;476008;5215719;476531;5214334;159;1480;
3064;492175;5206333;493561;5206856;69;1480;
5677;477132;5213417;478611;5213347;92;1480;
2106;492084;5196042;492466;5197469;14;1477;
2587;475362;5212124;476415;5213151;45;1470;
2740;474271;5217418;475583;5218082;63;1470;
3474;483709;5195222;485022;5195885;63;1470;
6871;481713;5216775;482377;5215462;153;1470;
375;492215;5211199;493678;5211228;88;1463;
3260;480462;5213488;481171;5214765;29;1460;
9720;473346;5194491;474341;5195560;42;1460;
1961;483770;5214974;484315;5216326;21;1457;
9438;475529;5212353;476646;5213289;50;1457;
13990;484229;5217831;484307;5216376;176;1457;
3499;483080;5196641;484525;5196464;96;1456;
5158;480299;5217715;481744;5217539;96;1456;
5282;483080;5196641;484525;5196464;96;1456;
13926;487911;5213757;488526;5212437;155;1456;
1308;491602;5192371;492369;5193606;31;1453;
3950;484132;5218120;484261;5216672;174;1453;
4415;492261;5211864;493199;5212975;40;1453;
5952;487389;5202031;488624;5201265;121;1453;
5982;488417;5205130;489263;5203948;144;1453;
6682;492176;5209522;493562;5209084;107;1453;
7289;492176;5209522;493562;5209084;107;1453;
7944;492176;5209522;493562;5209084;107;1453;
11764;484179;5202484;485117;5203595;40;1453;
12193;478266;5218405;478394;5216958;174;1453;
13602;482954;5199354;483720;5200589;31;1453;
13657;486814;5204066;486942;5202618;174;1453;
2521;484512;5212206;484788;5210782;169;1450;
9599;478208;5218447;478386;5217007;172;1450;
13172;474184;5207736;474461;5206311;169;1450;
13905;482712;5214301;482989;5212876;169;1450;
14539;476122;5211485;476398;5210061;169;1450;
15225;484520;5212157;484796;5210733;169;1450;
3829;475482;5211687;476914;5211914;81;1450;
8621;483871;5206030;484751;5207182;37;1450;
9237;478122;5202690;479003;5203841;37;1450;
9296;483871;5206030;484751;5207182;37;1450;
12142;478303;5211780;479183;5212932;37;1450;
13345;486278;5216080;487471;5215257;124;1450;
44;486902;5193601;487962;5194579;47;1442;
2673;479973;5214018;480575;5215329;24;1442;
3641;481509;5203681;482569;5204659;47;1442;
3878;479947;5213863;480925;5212802;137;1442;
4021;486902;5193601;487962;5194579;47;1442;
11460;479973;5214018;480575;5215329;24;1442;
2826;483850;5195294;485105;5195999;60;1439;
4051;483850;5195294;485105;5195999;60;1439;
7517;485843;5217226;486730;5216101;141;1432;
1886;486910;5208891;487406;5210235;20;1432;
2292;488673;5203196;489169;5204540;20;1432;
923;482680;5206196;483870;5206992;56;1431;
1645;482771;5206261;483961;5207057;56;1431;
11333;480734;5210494;481123;5211872;15;1431;
8272;479790;5193437;480450;5194705;27;1430;
7790;480176;5201547;480410;5202951;9;1423;
11524;474320;5217426;475583;5218082;62;1423;
8722;485429;5207694;485457;5209116;1;1422;
10656;492264;5211207;493686;5211179;91;1422;
1559;492424;5203487;493141;5204714;30;1421;
2282;492382;5203429;493099;5204657;30;1421;
11077;492382;5203429;493099;5204657;30;1421;
1200;484724;5214062;485499;5215248;33;1415;
1917;484724;5214062;485499;5215248;33;1415;
2413;487998;5207139;488772;5208325;33;1415;
2544;492261;5211864;493150;5212967;38;1415;
3139;487998;5207139;488772;5208325;33;1415;
8185;479564;5215321;480453;5216423;38;1415;
9452;492178;5211750;493066;5212852;38;1415;
2058;492584;5194805;493415;5195949;36;1414;
3220;491853;5212205;492684;5213349;36;1414;
4153;483154;5199690;483985;5200834;36;1414;
4504;472809;5213542;473640;5214686;36;1414;
8205;482712;5216224;483128;5214873;162;1414;
9038;477678;5196544;478095;5195193;162;1414;
14707;482712;5216224;483128;5214873;162;1414;
3107;482370;5206552;483568;5207298;58;1411;
610;485000;5193148;485446;5194484;18;1408;
5564;492321;5211165;493727;5211236;87;1408;
6134;492321;5211165;493727;5211236;87;1408;
8052;485706;5210421;485777;5209015;177;1408;
13963;481843;5216593;482449;5215322;154;1408;
14521;485403;5209462;485473;5208056;177;1408;
7367;485727;5209969;485847;5208570;175;1403;
14402;490002;5207912;490122;5206514;175;1403;
1095;475404;5212181;476415;5213151;46;1400;
1103;489965;5214538;490575;5215799;25;1400;
1829;475404;5212181;476415;5213151;46;1400;
5725;490179;5217660;491569;5217830;83;1400;
6957;479873;5193551;480484;5194812;25;1400;
8070;476122;5211485;476390;5210110;168;1400;
10706;475646;5211612;477021;5211880;78;1400;
10771;492495;5217419;493465;5216409;136;1400;
11316;484512;5212206;484781;5210831;168;1400;
12976;478210;5198299;479180;5197289;136;1400;
13911;487379;5213926;487647;5212551;168;1400;
3283;487839;5212936;487974;5214324;5;1394;
12890;475958;5194298;476656;5193092;149;1392;
673;479824;5193543;480492;5194763;28;1390;
1400;479824;5193543;480492;5194763;28;1390;
4376;478743;5208356;479697;5209368;43;1390;
8404;490903;5197424;491571;5198644;28;1390;
11621;473062;5195003;474016;5196015;43;1390;
1768;474868;5208856;475943;5209735;50;1389;
4137;487058;5199650;488134;5200529;50;1389;
12369;487058;5199650;488134;5200529;50;1389;
14463;487087;5209374;487484;5210703;16;1386;
1163;492087;5211685;492983;5212738;40;1382;
3297;484683;5214005;485408;5215183;31;1382;
7341;474993;5207104;476046;5206208;130;1382;
8939;491569;5192265;492293;5193443;31;1382;
10202;484683;5214005;485408;5215183;31;1382;
10616;487154;5209587;488208;5208691;130;1382;
12469;484220;5202542;485117;5203595;40;1382;
12768;482712;5216224;483436;5217402;31;1382;
13783;474993;5207104;476046;5206208;130;1382;
962;483871;5206030;484710;5207125;37;1379;
9437;474747;5211216;475529;5212353;34;1379;
10020;483912;5206087;484751;5207182;37;1379;
10691;488526;5212437;489620;5211598;127;1379;
12702;491233;5213878;492015;5215015;34;1379;
14412;484029;5206308;484868;5207403;37;1379;
1624;472796;5203719;474009;5204367;61;1375;
3713;482734;5206812;483948;5207460;61;1375;
5708;487758;5214087;488406;5212874;151;1375;
180;480330;5200255;481703;5200219;91;1372;
795;482007;5199255;483026;5200176;47;1372;
2168;478240;5195874;478801;5197127;24;1372;
2211;491979;5199265;492539;5200518;24;1372;
8362;483688;5196636;484249;5197889;24;1372;
9744;478281;5195931;478842;5197184;24;1372;
14866;483688;5196636;484249;5197889;24;1372;
1679;490048;5208578;490062;5207213;179;1364;
3782;492264;5211207;493629;5211220;89;1364;
9977;490040;5208627;490054;5207262;179;1364;
11310;486910;5208891;487365;5210178;19;1364;
15412;482712;5216224;483120;5214922;162;1364;
1576;487597;5203279;488215;5204491;27;1360;
4340;482586;5206788;483807;5207387;63;1360;
5081;490863;5215895;491825;5216857;44;1360;
5592;480776;5209590;481737;5210552;44;1360;
7896;482126;5205855;483089;5204894;134;1360;
12493;477722;5202980;478683;5203943;44;1360;
13468;479798;5193387;480416;5194599;27;1360;
13785;482126;5205855;483089;5204894;134;1360;
14103;479798;5193387;480416;5194599;27;1360;
14373;475364;5204126;475982;5205337;27;1360;
14663;481851;5216543;482449;5215322;153;1360;
2955;480239;5200190;481596;5200253;87;1358;
6760;492272;5211157;493629;5211220;87;1358;
8440;472933;5198375;472996;5197018;177;1358;
9303;485410;5209412;485473;5208056;177;1358;
13180;485769;5210026;485832;5208669;177;1358;
4699;486146;5197734;487464;5198044;76;1353;
6299;484132;5218120;484245;5216771;175;1353;
783;492465;5203544;493141;5204714;29;1350;
2318;477854;5203103;478758;5204106;42;1350;
4493;480451;5214195;481126;5215366;29;1350;
6792;473489;5211169;473651;5209828;173;1350;
9114;492080;5199585;492755;5200755;29;1350;
9529;481532;5214721;481694;5213380;173;1350;
14010;477263;5217386;477424;5216045;173;1350;
14958;487694;5202029;488697;5201125;132;1350;
519;490285;5217626;491619;5217837;81;1350;
9935;491993;5207164;492204;5205831;171;1350;
12760;490285;5217626;491619;5217837;81;1350;
13396;480314;5217616;480525;5216283;171;1350;
13887;473489;5211169;473700;5209836;171;1350;
14618;473497;5211120;473708;5209786;171;1350;
1325;486928;5194719;487226;5196032;12;1346;
2003;479309;5216293;479820;5217538;22;1346;
2102;483899;5195302;485055;5195992;59;1346;
9275;472684;5204106;473840;5204796;59;1346;
9327;480808;5207468;481319;5208714;22;1346;
9581;475966;5215662;476515;5214433;155;1346;
11160;472824;5204179;473980;5204868;59;1346;
13348;480165;5214403;480676;5215649;22;1346;
14291;492669;5202260;492967;5203573;12;1346;
1340;492542;5194748;493275;5195876;32;1345;
1813;492261;5211864;493108;5212910;39;1345;
3905;486343;5215989;487471;5215257;122;1345;
4535;478295;5211829;479142;5212874;39;1345;
6100;474993;5207104;476038;5206257;129;1345;
6678;474993;5207104;476038;5206257;129;1345;
9496;484683;5214005;485415;5215134;32;1345;
9797;478109;5197018;478956;5198063;39;1345;
9904;478122;5202690;478969;5203735;39;1345;
10157;486064;5207845;486910;5208891;39;1345;
10629;474993;5207104;476038;5206257;129;1345;
11309;486064;5207845;486910;5208891;39;1345;
11961;485715;5207486;486562;5208532;39;1345;
13020;490916;5203096;492045;5202363;122;1345;
13160;474993;5207104;476038;5206257;129;1345;
13192;475575;5207905;476620;5207058;129;1345;
13642;490916;5203096;492045;5202363;122;1345;
13836;482553;5210833;483598;5209986;129;1345;
518;479406;5215042;480195;5216129;36;1343;
9453;491936;5212319;492726;5213406;36;1343;
12666;491803;5212197;492593;5213284;36;1343;
13726;480847;5206260;481934;5205470;126;1343;
14537;491978;5212376;492767;5213463;36;1343;
5543;492283;5209488;493562;5209084;107;1341;
6095;491763;5209254;493042;5208849;107;1341;
6101;492283;5209488;493562;5209084;107;1341;
11349;490051;5213033;490456;5214312;17;1341;
13056;488409;5205179;489190;5204088;144;1341;
6861;474002;5213680;474502;5212443;158;1334;
509;473479;5215066;474392;5214096;136;1331;
2210;490011;5199864;490579;5201068;25;1331;
4320;492047;5208742;493251;5208174;115;1331;
8815;489965;5214538;490533;5215742;25;1331;
873;480169;5201596;480417;5202901;10;1328;
9243;480169;5201596;480417;5202901;10;1328;
13507;491757;5196192;492005;5197497;10;1328;
2398;490046;5207312;490090;5208635;1;1323;
214;474250;5200608;475284;5201430;51;1320;
439;479713;5213420;480668;5212509;133;1320;
772;490911;5197375;491537;5198537;28;1320;
4039;479824;5193543;480450;5194705;28;1320;
4997;478868;5208528;479780;5209482;43;1320;
5195;481977;5192416;483248;5192061;105;1320;
5706;473271;5214779;474002;5213680;146;1320;
7121;492611;5202301;492967;5203573;15;1320;
9024;479824;5193543;480450;5194705;28;1320;
9434;480938;5211438;481564;5212600;28;1320;
9701;479824;5193543;480450;5194705;28;1320;
10108;480767;5210601;481123;5211872;15;1320;
11073;481769;5202356;482869;5203087;56;1320;
1013;482167;5208797;482172;5207482;179;1315;
13244;492264;5211207;493579;5211212;89;1315;
94;483236;5196615;484533;5196415;98;1312;
2166;484098;5197561;484953;5198557;40;1312;
2659;484683;5214005;485366;5215126;31;1312;
3855;485278;5213441;486274;5212587;130;1312;
6516;487389;5202031;488510;5201348;121;1312;
7190;483471;5204397;484467;5203543;130;1312;
7456;487935;5213609;488526;5212437;153;1312;
11416;473103;5213285;473958;5214281;40;1312;
12516;472717;5204213;473889;5204803;63;1312;
13817;483799;5209360;484389;5208188;153;1312;
415;488419;5212471;489498;5211730;124;1308;
417;491928;5212368;492726;5213406;37;1308;
1498;478151;5197075;478948;5198112;37;1308;
3216;475868;5209572;476665;5210609;37;1308;
4227;482225;5201719;483022;5202757;37;1308;
7753;472949;5198276;473004;5196968;177;1308;
8036;485410;5209412;485466;5208105;177;1308;
10055;488073;5207303;488813;5208382;34;1308;
10122;474747;5211216;475487;5212296;34;1308;
11996;475785;5209457;476582;5210495;37;1308;
12410;483104;5199682;483902;5200719;37;1308;
14241;487652;5201971;488689;5201174;127;1308;
15041;478205;5202804;479003;5203841;37;1308;
15301;484683;5214005;485423;5215084;34;1308;
7178;473649;5201525;473754;5200226;175;1303;
9408;476106;5211584;476408;5210315;166;1303;
8568;492050;5207123;492204;5205831;173;1300;
8614;490352;5208575;490506;5207283;173;1300;
9272;492050;5207123;492204;5205831;173;1300;
10648;474200;5207637;474453;5206361;168;1300;
14366;492050;5207123;492204;5205831;173;1300;
2445;492485;5211090;493769;5211293;81;1300;
3530;485306;5198563;486590;5198766;81;1300;
5340;485306;5198563;486590;5198766;81;1300;
7403;478087;5210581;478393;5211845;13;1300;
7408;473497;5211120;473700;5209836;171;1300;
8353;484866;5195911;485172;5197174;13;1300;
9276;485547;5206953;485750;5205669;171;1300;
12541;480005;5206784;481268;5206478;103;1300;
13178;486073;5210024;486276;5208740;171;1300;
13303;487394;5213827;487598;5212543;171;1300;
13543;485413;5197567;485617;5196283;171;1300;
14845;485390;5197715;485593;5196431;171;1300;
648;491728;5195732;491878;5197022;6;1298;
10835;480093;5217733;481383;5217583;96;1298;
14160;483597;5195609;483748;5196898;6;1298;
2402;481129;5204482;482171;5205254;53;1297;
1578;484145;5203340;485064;5204245;45;1290;
1868;472830;5213090;473750;5213995;45;1290;
1878;480584;5214318;481160;5215472;26;1290;
1893;489881;5214424;490458;5215578;26;1290;
7260;482184;5205813;483089;5204894;135;1290;
7794;482755;5202208;483660;5201288;135;1290;
12065;475404;5212181;476324;5213086;45;1290;
12473;484004;5203267;484924;5204172;45;1290;
183;483031;5200784;484219;5201276;67;1285;
1753;486791;5203253;486892;5204534;4;1285;
4217;473335;5200311;474523;5200803;67;1285;
4958;479518;5207619;480706;5208110;67;1285;
2532;476694;5211069;477809;5211701;60;1281;
9957;472725;5204163;473840;5204796;60;1281;
312;484193;5205271;484827;5206384;29;1280;
4300;480691;5206286;481804;5205652;119;1280;
4409;480957;5209720;481820;5210666;42;1280;
6531;490981;5203005;492094;5202371;119;1280;
7141;490981;5203005;492094;5202371;119;1280;
10209;474954;5213426;475816;5214373;42;1280;
11681;484464;5199087;485326;5200034;42;1280;
11812;479960;5203234;480594;5204346;29;1280;
12171;479565;5214359;480198;5215472;29;1280;
1273;479309;5216293;479779;5217481;21;1277;
3144;481466;5206510;482451;5207324;50;1277;
5315;487099;5199707;488084;5200521;50;1277;
11661;487276;5199229;488261;5200043;50;1277;
11943;492477;5195800;493462;5196614;50;1277;
381;479180;5209438;479985;5210426;39;1274;
574;491602;5192371;492293;5193443;32;1274;
685;477694;5196446;478136;5195250;159;1274;
1524;492484;5201826;493290;5202814;39;1274;
4062;485520;5196572;486716;5197014;69;1274;
4512;482745;5216331;483436;5217402;32;1274;
5047;478336;5211886;479142;5212874;39;1274;
5098;486351;5215940;487422;5215249;122;1274;
6876;474976;5216163;476047;5215472;122;1274;
8640;482435;5207422;483240;5208411;39;1274;
9009;472946;5194782;473751;5195770;39;1274;
10780;486400;5215948;487471;5215257;122;1274;
11857;491956;5208677;493178;5208314;106;1274;
11894;490038;5207361;490090;5208635;2;1274;
12036;487402;5212816;487454;5214090;2;1274;
12268;480292;5193465;480983;5194537;32;1274;
12661;492435;5212044;493241;5213032;39;1274;
13226;484848;5212006;485290;5210811;159;1274;
13770;475575;5207905;476563;5207100;129;1274;
14694;479647;5215435;480453;5216423;39;1274;
15178;482684;5207766;483490;5208754;39;1274;
401;482667;5210750;483697;5210002;126;1272;
2273;482141;5201605;482890;5202635;36;1272;
4488;486343;5215989;487373;5215241;126;1272;
6840;488526;5212437;489555;5211689;126;1272;
7455;488526;5212437;489555;5211689;126;1272;
8015;488526;5212437;489555;5211689;126;1272;
8114;484675;5214055;485423;5215084;36;1272;
8763;491936;5212319;492684;5213349;36;1272;
13415;473826;5218310;474856;5217562;126;1272;
13925;488526;5212437;489555;5211689;126;1272;
14517;483936;5204977;484684;5206007;36;1272;
1798;482157;5207581;482159;5208847;0;1265;
6907;476983;5215317;476985;5216583;0;1265;
9931;489259;5206529;489261;5207795;0;1265;
641;492100;5195943;492307;5197191;9;1264;
6091;482734;5206812;483857;5207395;62;1264;
8016;487943;5213560;488526;5212437;152;1264;
9811;481131;5200635;482253;5201218;62;1264;
10619;482734;5206812;483857;5207395;62;1264;
12214;482091;5192333;483339;5192126;99;1264;
14577;488008;5213469;488591;5212346;152;1264;
408;474735;5209696;475662;5210551;47;1261;
4323;476614;5204222;477541;5205078;47;1261;
6886;480157;5214453;480684;5215599;24;1261;
10123;475487;5212296;476415;5213151;47;1261;
4655;473344;5193226;474555;5193569;74;1258;
6883;483693;5217696;483741;5216438;177;1258;
7365;484874;5212162;485217;5210951;164;1258;
7531;476985;5216583;477032;5215325;177;1258;
10677;475816;5209260;476160;5208048;164;1258;
13855;484874;5212162;485217;5210951;164;1258;
14321;478531;5201387;478578;5200129;177;1258;
1078;476114;5211534;476408;5210315;166;1253;
