ID; A.X; A.Y; B.X; B.Y; A; L
417;483186;5214650;486036;5210600;144;4952;
637;483186;5214650;486036;5210600;144;4952;
781;477036;5192600;481836;5192300;93;4809;
513;481236;5193350;484986;5196350;51;4802;
336;486036;5208500;488586;5212550;32;4785;
101;479286;5206400;479736;5201750;174;4671;
224;478386;5192300;483036;5192150;91;4652;
784;484986;5192300;489636;5192300;90;4650;
1259;487086;5207450;489486;5211350;31;4579;
387;486936;5202800;490386;5199800;131;4571;
158;474486;5200550;477786;5203700;46;4562;
703;483636;5218550;488136;5218100;95;4522;
775;487236;5218250;491736;5218700;84;4522;
1604;479286;5206400;479736;5201900;174;4522;
1147;478386;5212100;481536;5215250;45;4454;
502;483186;5218550;487536;5218250;93;4360;
1141;473886;5206100;474036;5210450;1;4352;
1033;474486;5200550;477636;5203550;46;4350;
825;486936;5206400;488736;5202500;155;4295;
1600;475686;5205350;477936;5208950;32;4245;
1076;478536;5212250;481536;5215250;45;4242;
1398;474486;5200400;477486;5203400;45;4242;
1008;477636;5205800;479586;5209550;27;4226;
907;473886;5206700;474186;5210900;4;4210;
114;485886;5208350;488286;5211800;34;4202;
812;487386;5202200;490686;5199650;127;4170;
888;487386;5202200;490686;5199650;127;4170;
315;490836;5199350;492936;5202950;30;4167;
1325;482886;5201600;486036;5204300;49;4148;
494;478686;5212250;481536;5215250;43;4137;
1676;483036;5201450;485886;5204450;43;4137;
1418;486036;5208500;488286;5211950;33;4118;
1599;477036;5204750;478986;5208350;28;4094;
1172;477186;5192150;481236;5192450;85;4061;
429;479136;5192150;483186;5192000;92;4052;
509;479136;5192150;483186;5192000;92;4052;
1011;474036;5206250;474036;5210300;0;4050;
1228;480186;5193200;482286;5196650;31;4038;
208;478836;5212400;481536;5215400;41;4036;
263;478836;5212400;481536;5215400;41;4036;
1533;487536;5202050;490836;5199800;124;3994;
1557;486936;5205950;488886;5202500;150;3962;
595;480336;5199350;484236;5199950;81;3945;
245;483036;5201750;486036;5204300;49;3937;
319;482886;5201600;485886;5204150;49;3937;
533;486936;5202800;489936;5200250;130;3937;
1250;483036;5201750;486036;5204300;49;3937;
351;478686;5212250;481386;5215100;43;3925;
1042;481386;5204150;484086;5207000;43;3925;
1351;478836;5212400;481536;5215250;43;3925;
924;481386;5218550;485286;5218250;94;3911;
580;479286;5192150;483186;5192000;92;3902;
645;479436;5192150;483336;5192000;92;3902;
1005;481236;5218550;485136;5218400;92;3902;
532;481386;5199350;485136;5200400;74;3894;
1469;487086;5205800;488886;5202350;152;3891;
805;482436;5200400;484686;5203550;35;3871;
1012;474336;5211350;476736;5214350;38;3841;
811;477036;5205200;478986;5208500;30;3833;
1305;480186;5193200;482136;5196500;30;3833;
131;478386;5212100;480936;5214950;41;3824;
961;483336;5201900;486036;5204600;45;3818;
705;476136;5218100;479886;5218700;80;3797;
1534;485286;5205950;487086;5202650;151;3758;
1084;473886;5206550;474036;5210300;2;3753;
408;478686;5207600;482436;5207600;90;3750;
745;487536;5202050;490536;5199800;126;3750;
196;490386;5210900;492786;5213750;40;3725;
259;490386;5210900;492786;5213750;40;3725;
105;483186;5201750;485886;5204300;46;3713;
163;483036;5201600;485736;5204150;46;3713;
412;478386;5212100;481086;5214650;46;3713;
989;478536;5212250;481086;5214950;43;3713;
248;477036;5204750;478686;5208050;26;3689;
328;477336;5205200;478986;5208500;26;3689;
1293;483786;5210900;485436;5214200;26;3689;
3;473886;5192300;477486;5192000;94;3612;
855;481836;5218550;485436;5218250;94;3612;
1086;476436;5217950;476736;5214350;175;3612;
1113;483936;5201000;486636;5203400;48;3612;
1694;478536;5212250;480936;5214950;41;3612;
973;482586;5203400;485136;5205950;45;3606;
1433;478836;5212400;481386;5214950;45;3606;
1093;473736;5218400;477336;5218400;90;3600;
150;487836;5193800;489486;5196950;27;3555;
886;477486;5205650;479136;5208800;27;3555;
91;477936;5199050;480186;5201750;39;3514;
164;483936;5201000;486636;5203250;50;3514;
567;482136;5209550;484836;5211800;50;3514;
1032;483936;5201000;486636;5203250;50;3514;
1085;474486;5211650;476736;5214350;39;3514;
551;478686;5212250;481086;5214800;43;3501;
1539;481536;5211350;482136;5207900;170;3501;
147;480336;5193500;482136;5196500;30;3498;
166;490986;5199800;492786;5202800;30;3498;
485;477186;5204900;478686;5208050;25;3488;
1714;490686;5215550;492186;5218700;25;3488;
704;480186;5218250;483636;5218550;85;3463;
1683;489786;5205200;490086;5201750;175;3463;
367;473886;5192150;477336;5192000;92;3453;
1474;487686;5201900;490536;5199950;124;3453;
1569;473886;5192300;477336;5192300;90;3450;
282;484686;5205350;486036;5208500;23;3427;
545;477336;5205050;478686;5208200;23;3427;
1339;484686;5205350;486036;5208500;23;3427;
80;486636;5193800;487536;5197100;15;3420;
119;490536;5211200;492786;5213750;41;3400;
98;481386;5204150;483786;5206550;45;3394;
1031;483186;5201750;485586;5204150;45;3394;
1083;490536;5214950;492036;5217950;26;3354;
220;485886;5208350;487836;5211050;35;3330;
1066;486036;5208650;487986;5211350;35;3330;
1165;485886;5208350;487836;5211050;35;3330;
1285;485886;5208350;487836;5211050;35;3330;
1434;489936;5214650;491886;5217350;35;3330;
1004;479286;5215100;480336;5218250;18;3320;
862;473736;5192300;477036;5192600;84;3313;
40;482136;5209550;484686;5211650;50;3303;
599;486936;5202800;489486;5200700;129;3303;
1601;482436;5202950;484536;5205500;39;3303;
426;473736;5192300;477036;5192300;90;3300;
506;473736;5192300;477036;5192300;90;3300;
577;473736;5192300;477036;5192300;90;3300;
1612;480486;5207750;480486;5211050;0;3300;
1468;477036;5204900;478686;5202050;149;3293;
61;478686;5212250;480936;5214650;43;3289;
629;478686;5212250;480936;5214650;43;3289;
997;490536;5214800;491886;5217800;24;3289;
1124;481836;5204600;484086;5207000;43;3289;
1406;477336;5205200;478686;5208200;24;3289;
1108;486636;5193950;487536;5197100;15;3276;
1682;484386;5213150;486186;5210450;146;3245;
335;484836;5205500;486036;5208500;21;3231;
474;486786;5209250;488286;5212100;27;3220;
663;486486;5200700;489336;5199200;117;3220;
454;486486;5202950;489036;5201000;127;3210;
601;484236;5201300;486786;5203250;52;3210;
983;476736;5207300;478686;5209850;37;3210;
1392;486636;5202950;489186;5201000;127;3210;
1606;487386;5202200;489936;5200250;127;3210;
1691;476886;5207450;478836;5210000;37;3210;
24;474936;5201000;477336;5203100;48;3189;
229;490386;5194250;492786;5196350;48;3189;
237;477036;5195300;479436;5197400;48;3189;
905;476736;5207450;478836;5209850;41;3189;
1419;481986;5209400;484386;5211500;48;3189;
885;479286;5206400;479736;5203250;171;3181;
968;479286;5206400;479736;5203250;171;3181;
1112;483036;5201600;485286;5203850;45;3181;
1665;482586;5203400;484836;5205650;45;3181;
1671;479286;5206400;479736;5203250;171;3181;
234;487536;5193350;489186;5196050;31;3164;
1122;475086;5206400;475386;5209550;5;3164;
1675;485736;5208050;487386;5210750;31;3164;
108;487836;5208350;489186;5211200;25;3153;
941;473736;5192300;476886;5192450;87;3153;
1080;487086;5216000;488436;5213150;154;3153;
1333;477486;5205500;478836;5208350;25;3153;
1552;489486;5205500;489636;5208650;2;3153;
290;478386;5192300;481536;5192300;90;3150;
291;473886;5192300;477036;5192300;90;3150;
642;473736;5192300;476886;5192300;90;3150;
1337;474036;5207300;474036;5210450;0;3150;
1577;486636;5193650;487536;5196650;16;3132;
283;486036;5208500;487836;5211050;35;3121;
360;485586;5214350;488136;5216150;54;3121;
1514;490536;5196650;492336;5194100;144;3121;
1593;490836;5199800;492636;5202350;35;3121;
1677;485886;5204450;487686;5201900;144;3121;
21;486936;5202800;489336;5200850;129;3092;
45;483636;5202350;486036;5204300;50;3092;
51;486336;5206700;488286;5209100;39;3092;
65;489936;5214800;491886;5217200;39;3092;
74;477036;5195450;479436;5197400;50;3092;
153;477036;5195450;479436;5197400;50;3092;
243;484086;5201150;486486;5203100;50;3092;
316;484086;5201150;486486;5203100;50;3092;
566;486336;5206700;488286;5209100;39;3092;
823;475086;5208350;475836;5211350;14;3092;
1107;477036;5195450;479436;5197400;50;3092;
1247;484086;5201150;486486;5203100;50;3092;
1323;484086;5201150;486486;5203100;50;3092;
1395;483486;5202200;485886;5204150;50;3092;
1445;477636;5197250;478836;5194400;157;3092;
309;486636;5199350;489336;5197850;119;3088;
739;473886;5206850;475386;5204150;150;3088;
411;481086;5214650;483186;5212400;136;3077;
1596;483186;5201600;485286;5203850;43;3077;
1686;490536;5211350;492636;5213600;43;3077;
789;477636;5197250;478686;5194400;159;3037;
1234;474936;5194550;476586;5197100;32;3037;
1704;483936;5214500;484386;5217500;8;3033;
30;477186;5204900;478536;5207600;26;3018;
1130;487836;5208350;489186;5211050;26;3018;
694;475236;5213150;478236;5213450;84;3014;
1091;482136;5218550;485136;5218250;95;3014;
1097;478086;5192150;481086;5192450;84;3014;
1120;489636;5205050;489936;5202050;174;3014;
1368;478086;5192150;481086;5192450;84;3014;
1050;489336;5205200;489486;5208200;2;3003;
1132;489336;5205200;489486;5208200;2;3003;
1173;473886;5192150;476886;5192300;87;3003;
1369;473886;5192300;476886;5192150;92;3003;
22;483636;5201000;486036;5202800;53;3000;
121;476736;5207150;478536;5209550;36;3000;
331;486186;5206250;487986;5208650;36;3000;
399;483786;5202500;486186;5204300;53;3000;
455;483636;5201000;486036;5202800;53;3000;
534;483636;5201000;486036;5202800;53;3000;
1044;476586;5207000;478386;5209400;36;3000;
1202;483036;5203850;485436;5205650;53;3000;
1229;473886;5192300;476886;5192300;90;3000;
1440;483036;5218250;486036;5218250;90;3000;
195;489486;5208050;490386;5210900;17;2988;
258;489486;5208050;490386;5210900;17;2988;
1051;489486;5208200;490386;5211050;17;2988;
15;480186;5196050;482136;5198300;40;2977;
94;483936;5201000;486186;5202950;49;2977;
198;489786;5212100;491736;5214350;40;2977;
302;477036;5195300;479286;5197250;49;2977;
537;474936;5201000;477186;5202950;49;2977;
628;481236;5214650;483186;5212400;139;2977;
880;483636;5202200;485586;5204450;40;2977;
1184;487536;5198900;489786;5196950;130;2977;
1199;481986;5204600;484236;5206550;49;2977;
112;482736;5203550;484836;5205650;45;2969;
1148;474636;5194100;476136;5196650;30;2958;
767;483636;5211800;484386;5208950;165;2947;
919;489336;5205950;490086;5203100;165;2947;
883;478236;5195900;478836;5193050;168;2912;
1364;485736;5214500;488136;5216150;55;2912;
1535;485286;5205950;485886;5208800;11;2912;
477;489936;5209700;491286;5212250;27;2885;
809;474036;5206400;475386;5203850;152;2885;
815;485286;5205800;485736;5208650;8;2885;
906;473886;5206700;475236;5204150;152;2885;
13;476586;5195000;478836;5196800;51;2881;
1046;477936;5199050;479736;5201300;38;2881;
1244;490836;5199800;492636;5202050;38;2881;
279;478386;5199650;480486;5201600;47;2865;
591;486486;5198300;488586;5196350;132;2865;
632;485736;5213300;487686;5211200;137;2865;
665;489486;5200700;491586;5198750;132;2865;
957;484086;5201150;486186;5203100;47;2865;
1152;479436;5204000;479736;5201150;173;2865;
1245;478386;5199650;480486;5201600;47;2865;
1444;486636;5198300;488586;5196200;137;2865;
1634;484086;5214800;484386;5217650;6;2865;
2;478236;5192300;481086;5192450;86;2853;
366;478236;5192300;481086;5192450;86;2853;
894;480486;5207750;480636;5210600;3;2853;
977;489336;5205350;489486;5208200;3;2853;
1205;489636;5205800;489786;5208650;3;2853;
1214;475236;5213300;478086;5213450;86;2853;
1646;473886;5192300;476736;5192150;93;2853;
758;492336;5213000;492336;5215850;0;2850;
780;473736;5192300;476586;5192300;90;2850;
856;485436;5218250;488286;5218250;90;2850;
1425;474036;5207750;474036;5210600;0;2850;
939;486786;5194250;487686;5196950;18;2846;
1685;489636;5208650;490536;5211350;18;2846;
1308;487536;5193500;489036;5195900;32;2830;
178;477486;5205500;478686;5208050;25;2818;
285;489786;5213750;490986;5216300;25;2818;
520;486936;5200400;489486;5199200;115;2818;
979;487386;5205500;488586;5202950;154;2818;
1126;477636;5205800;478836;5208350;25;2818;
1256;477636;5205800;478836;5208350;25;2818;
1639;490686;5215550;491886;5218100;25;2818;
41;476736;5210300;479436;5211050;74;2802;
761;489486;5208050;490236;5210750;15;2802;
841;489336;5205950;490086;5203250;164;2802;
890;485136;5205950;485886;5208650;15;2802;
1511;486786;5193800;487536;5196500;15;2802;
1697;479436;5215250;480186;5217950;15;2802;
1225;481536;5193050;483186;5195300;36;2790;
68;480036;5215700;481836;5217800;40;2765;
264;481986;5211950;482586;5214650;12;2765;
1035;490836;5199950;492636;5202050;40;2765;
1144;489936;5212250;491736;5214350;40;2765;
1322;478386;5199650;480486;5201450;49;2765;
1354;480336;5215850;482136;5217950;40;2765;
1380;476736;5195000;478836;5196800;49;2765;
1637;479436;5215100;480036;5217800;12;2765;
176;481836;5204600;483786;5206550;45;2757;
323;481986;5204750;483936;5206700;45;2757;
626;474786;5210000;476736;5208050;135;2757;
717;486636;5198300;488586;5196350;135;2757;
954;490686;5199950;492636;5201900;45;2757;
1064;482736;5203550;484686;5205500;45;2757;
1163;482736;5203550;484686;5205500;45;2757;
1253;481836;5204600;483786;5206550;45;2757;
1309;489186;5196650;491136;5198600;45;2757;
1702;487086;5216000;488136;5213450;157;2757;
383;487386;5200250;489786;5198900;119;2753;
1603;473886;5206550;475236;5204150;150;2753;
289;481536;5192300;484236;5192000;96;2716;
798;483936;5195300;484236;5198000;6;2716;
1520;483936;5195300;484236;5198000;6;2716;
1556;484086;5214950;484386;5217650;6;2716;
118;489636;5208650;490536;5211200;19;2704;
134;484236;5214800;484386;5217500;3;2704;
225;473886;5192300;476586;5192150;93;2704;
675;487536;5204750;489036;5202500;146;2704;
733;485736;5203100;486636;5200550;160;2704;
876;480486;5195450;481386;5198000;19;2704;
917;479286;5215100;480186;5217650;19;2704;
975;485886;5208500;487386;5210750;33;2704;
976;489786;5204600;489936;5201900;176;2704;
987;484686;5212700;486186;5210450;146;2704;
1065;485136;5206100;486036;5208650;19;2704;
1100;481536;5193050;483036;5195300;33;2704;
1158;484236;5214650;484386;5217350;3;2704;
1204;487536;5204750;489036;5202500;146;2704;
1211;475386;5211800;478086;5211950;86;2704;
1221;482886;5215100;484386;5212850;146;2704;
1480;489486;5205800;489636;5208500;3;2704;
70;483186;5218250;485886;5218250;90;2700;
193;489936;5201900;489936;5204600;0;2700;
504;475686;5218400;478386;5218400;90;2700;
824;474036;5207300;474036;5210000;0;2700;
1016;473886;5192300;476586;5192300;90;2700;
1098;473886;5192300;476586;5192300;90;2700;
329;475986;5205500;477186;5207900;26;2683;
1188;486486;5200700;488886;5199500;116;2683;
1528;474186;5206250;475386;5203850;153;2683;
148;483486;5193800;485586;5195450;51;2670;
526;477036;5195450;479136;5197100;51;2670;
1134;490236;5210750;491886;5212850;38;2670;
1242;477186;5195600;479286;5197250;51;2670;
1621;479136;5212850;480786;5214950;38;2670;
974;485136;5205950;485886;5208500;16;2658;
1036;486186;5202050;486936;5199500;163;2658;
1133;489486;5208200;490236;5210750;16;2658;
1629;489636;5208650;490386;5211200;16;2658;
213;474786;5212100;476736;5213900;47;2653;
281;482736;5203550;484686;5205350;47;2653;
334;482886;5203700;484836;5205500;47;2653;
340;490986;5211800;492786;5213750;42;2653;
403;481986;5204750;483936;5206550;47;2653;
607;478386;5205050;480186;5203100;137;2653;
618;481986;5204750;483936;5206550;47;2653;
1063;490536;5211350;492336;5213300;42;2653;
1072;490086;5212550;491886;5214500;42;2653;
1378;489036;5196650;490986;5198450;47;2653;
1381;477186;5193800;479136;5195600;47;2653;
456;491436;5200550;492786;5202800;30;2623;
1018;487986;5194250;489336;5196500;30;2623;
1385;487236;5199050;489486;5197700;120;2623;
60;476136;5211650;478686;5212250;76;2619;
354;489936;5213900;490986;5216300;23;2619;
1341;486486;5206550;487986;5208650;35;2580;
664;479886;5204300;482436;5204600;83;2567;
873;485586;5196950;485886;5199500;6;2567;
1584;484386;5198000;484686;5200550;6;2567;
1587;485586;5196950;485886;5199500;6;2567;
138;487086;5216150;487986;5213750;159;2563;
1279;483486;5212550;484386;5214950;20;2563;
1525;485736;5202950;486636;5200550;159;2563;
56;484386;5212850;486036;5210900;139;2554;
261;474786;5212100;476736;5213750;49;2554;
487;482436;5209850;484386;5211500;49;2554;
992;490386;5212850;492036;5214800;40;2554;
1115;490986;5200100;492636;5202050;40;2554;
1290;480336;5215850;481986;5217800;40;2554;
1356;474786;5212250;476736;5213900;49;2554;
1393;483786;5201000;485736;5202650;49;2554;
1407;479586;5209100;482136;5208950;93;2554;
1505;473886;5192300;476436;5192150;93;2554;
116;489936;5201750;489936;5204300;0;2550;
214;487536;5215700;489786;5216900;61;2550;
271;484386;5214800;484386;5217350;0;2550;
308;481686;5198000;483936;5199200;61;2550;
407;479136;5208950;481686;5208950;90;2550;
1314;481686;5198000;483936;5199200;61;2550;
1585;477936;5196200;477936;5198750;0;2550;
247;481986;5204750;483786;5206550;45;2545;
318;487386;5203400;489186;5205200;45;2545;
552;481536;5214200;483336;5212400;135;2545;
590;486936;5193350;488736;5195150;45;2545;
1143;474936;5212400;476736;5214200;45;2545;
1615;482136;5205050;483936;5206850;45;2545;
207;476436;5211650;478836;5212400;72;2514;
338;489486;5208050;490236;5210450;17;2514;
661;482586;5200850;484986;5201600;72;2514;
865;486786;5194100;487536;5196500;17;2514;
897;488136;5208800;488886;5211200;17;2514;
149;489786;5193050;491136;5195150;32;2496;
241;491586;5200850;492936;5202950;32;2496;
296;483186;5195150;485286;5196500;57;2496;
1299;490986;5192000;492336;5194100;32;2496;
1574;487986;5194100;489336;5196200;32;2496;
1641;487986;5194100;489336;5196200;32;2496;
167;474786;5193950;475836;5196200;25;2482;
471;475986;5205500;477036;5207750;25;2482;
1650;480336;5195750;481386;5198000;25;2482;
482;476736;5210150;479136;5210750;75;2473;
493;476286;5211650;478686;5212250;75;2473;
550;476286;5211650;478686;5212250;75;2473;
1006;478536;5215850;479136;5218250;14;2473;
1095;478536;5215850;479136;5218250;14;2473;
1210;476586;5210300;478986;5210900;75;2473;
1592;490386;5196800;490986;5199200;14;2473;
256;478686;5210450;480636;5211950;52;2460;
330;477186;5207900;478686;5209850;37;2460;
497;480036;5215700;481536;5217650;37;2460;
1128;476886;5207450;478386;5209400;37;2460;
1145;474936;5209700;476436;5211650;37;2460;
1258;476886;5207450;478386;5209400;37;2460;
1438;480336;5215850;481836;5217800;37;2460;
49;481986;5204750;483786;5206400;47;2441;
126;490086;5212550;491736;5214350;42;2441;
201;480336;5207750;480786;5210150;10;2441;
218;482736;5203550;484536;5205200;47;2441;
295;481536;5193350;483186;5195150;42;2441;
409;474786;5210000;476436;5208200;137;2441;
565;481986;5204750;483786;5206400;47;2441;
627;476736;5210300;479136;5210750;79;2441;
753;478686;5213150;480336;5211350;137;2441;
844;488136;5213450;489936;5211800;132;2441;
857;474336;5215850;475986;5214050;137;2441;
909;483936;5213300;485586;5211500;137;2441;
938;487686;5198900;489336;5197100;137;2441;
1151;478086;5199350;479736;5201150;42;2441;
1154;480336;5207750;480786;5210150;10;2441;
1338;482886;5203700;484686;5205350;47;2441;
1491;483636;5211800;484086;5209400;169;2441;
1522;482436;5200550;484086;5202350;42;2441;
104;482286;5199500;483186;5201750;21;2423;
270;483486;5212550;484386;5214800;21;2423;
710;477786;5196650;478686;5194400;158;2423;
759;489336;5205200;490236;5202950;158;2423;
981;488136;5208800;489036;5211050;21;2423;
1037;491436;5202050;492336;5204300;21;2423;
1549;481536;5215250;482436;5213000;158;2423;
1680;488136;5208800;489036;5211050;21;2423;
103;480486;5208200;480786;5210600;7;2418;
199;479436;5204150;479736;5201750;172;2418;
610;475086;5203400;477186;5204600;60;2418;
820;481536;5211350;481836;5208950;172;2418;
916;490686;5215550;491886;5217650;29;2418;
945;481686;5193050;482886;5195150;29;2418;
958;486186;5204300;487386;5202200;150;2418;
1010;474036;5206250;475236;5204150;150;2418;
1167;490536;5215100;491736;5217200;29;2418;
1466;474186;5206250;475386;5204150;150;2418;
556;489936;5207600;492336;5207450;93;2404;
571;476286;5213450;478686;5213600;86;2404;
631;475986;5213300;478386;5213450;86;2404;
677;479136;5208950;481536;5209100;86;2404;
688;475236;5211650;477636;5211800;86;2404;
810;479286;5206250;479436;5203850;176;2404;
962;492186;5205950;492336;5208350;3;2404;
1529;479286;5206250;479436;5203850;176;2404;
1715;487536;5218550;489936;5218400;93;2404;
155;485736;5197250;485736;5199650;0;2400;
194;489486;5205650;489486;5208050;0;2400;
257;489486;5205650;489486;5208050;0;2400;
486;479436;5208950;481836;5208950;90;2400;
503;489486;5218550;491886;5218550;90;2400;
583;488136;5193350;490536;5193350;90;2400;
640;478236;5217350;480636;5217350;90;2400;
702;489486;5218550;491886;5218550;90;2400;
1280;484386;5214950;484386;5217350;0;2400;
1402;490086;5207600;492486;5207600;90;2400;
34;482286;5207450;484236;5208800;55;2371;
113;485136;5206100;485886;5208350;18;2371;
146;481686;5193350;483036;5195300;34;2371;
170;479736;5200850;481086;5202800;34;2371;
177;474936;5203250;476886;5204600;55;2371;
219;485136;5206100;485886;5208350;18;2371;
307;480336;5196050;481686;5198000;34;2371;
549;482286;5207450;484236;5208800;55;2371;
795;490386;5196800;491736;5194850;145;2371;
843;489486;5208200;490236;5210450;18;2371;
921;489486;5208200;490236;5210450;18;2371;
1017;481536;5193050;482886;5195000;34;2371;
1262;489486;5208350;490236;5210600;18;2371;
1263;490236;5210600;491586;5212550;34;2371;
1313;480336;5196050;481686;5198000;34;2371;
1346;489486;5208350;490236;5210600;18;2371;
1461;485886;5202800;486636;5200550;161;2371;
1503;475986;5218100;476736;5215850;161;2371;
1609;485886;5208500;487236;5210450;34;2371;
1619;488136;5208800;488886;5211050;18;2371;
43;486786;5209250;487836;5211350;26;2347;
866;481836;5193050;482886;5195150;26;2347;
877;475536;5200850;476586;5202950;26;2347;
895;487686;5204450;488736;5202350;153;2347;
1067;487986;5211350;489036;5213450;26;2347;
1236;481836;5198150;483936;5199200;63;2347;
1678;487686;5204450;488736;5202350;153;2347;
186;481986;5209400;483786;5210900;50;2343;
273;481986;5209400;483786;5210900;50;2343;
389;484236;5201300;486036;5202800;50;2343;
433;481686;5193350;483186;5195150;39;2343;
460;484086;5202650;485886;5204150;50;2343;
461;482886;5203700;484686;5205200;50;2343;
472;477036;5207750;478536;5209550;39;2343;
483;479136;5210750;480936;5212250;50;2343;
518;487236;5193500;488736;5195300;39;2343;
539;487986;5204000;489486;5202200;140;2343;
544;475536;5203550;477336;5205050;50;2343;
587;479736;5195750;481536;5197250;50;2343;
596;487536;5198900;489336;5197400;129;2343;
940;483336;5193650;485136;5195150;50;2343;
952;475986;5201750;477486;5203550;39;2343;
1020;483336;5193650;485136;5195150;50;2343;
1137;481986;5209400;483786;5210900;50;2343;
1169;480486;5216000;481986;5217800;39;2343;
1220;485286;5216000;486786;5214200;140;2343;
1270;478836;5212400;480336;5214200;39;2343;
1292;481986;5209400;483786;5210900;50;2343;
1362;482136;5209550;483936;5211050;50;2343;
1490;473886;5216000;475686;5214500;129;2343;
1515;486936;5198150;488436;5196350;140;2343;
1624;474486;5215850;475986;5214050;140;2343;
1645;483336;5193650;485136;5195150;50;2343;
1698;490386;5212700;491886;5214500;39;2343;
14;477186;5193800;478836;5195450;45;2333;
306;477636;5193950;479286;5195600;45;2333;
446;477636;5193950;479286;5195600;45;2333;
516;480936;5194850;482586;5196500;45;2333;
654;486786;5198150;488436;5196500;135;2333;
1073;481686;5210600;483336;5212250;45;2333;
1373;481536;5193500;483186;5195150;45;2333;
1659;483786;5200700;485436;5202350;45;2333;
827;488136;5208800;488736;5211050;14;2328;
581;477036;5192600;479286;5192150;101;2294;
656;481986;5199500;484236;5199950;78;2294;
434;483186;5195150;485136;5196350;58;2289;
830;485136;5212100;486336;5210150;148;2289;
1048;479286;5206400;480486;5208350;31;2289;
1302;483336;5195300;485286;5196500;58;2289;
1374;483186;5195150;485136;5196350;58;2289;
722;485736;5199650;487836;5198750;113;2284;
1062;488136;5208800;489036;5210900;23;2284;
1452;482586;5200700;484686;5201600;66;2284;
1493;485436;5211800;486336;5209700;156;2284;
1589;480486;5195900;481386;5198000;23;2284;
1696;477936;5214800;478836;5216900;23;2284;
267;480486;5207900;480786;5210150;7;2269;
777;479736;5218250;481986;5218550;82;2269;
1673;480486;5208050;480786;5210300;7;2269;
28;490236;5207600;492486;5207450;93;2254;
821;480486;5208200;480636;5210450;3;2254;
842;489336;5205950;489486;5208200;3;2254;
920;489336;5205950;489486;5208200;3;2254;
950;485736;5197250;485886;5199500;3;2254;
1655;485736;5197250;485886;5199500;3;2254;
93;490986;5199950;492336;5201750;36;2250;
96;474036;5201900;474036;5204150;0;2250;
117;489486;5205650;489486;5207900;0;2250;
125;486336;5212700;486336;5214950;0;2250;
191;478836;5210600;480636;5211950;53;2250;
228;482886;5192750;484236;5194550;36;2250;
337;489486;5205800;489486;5208050;0;2250;
466;490086;5207600;492336;5207600;90;2250;
469;482286;5207450;484086;5208800;53;2250;
561;479136;5210750;480936;5212100;53;2250;
752;475386;5211800;477636;5211800;90;2250;
794;474486;5198150;474486;5200400;0;2250;
802;488436;5199800;490236;5198450;126;2250;
889;485136;5205950;486486;5204150;143;2250;
891;485886;5208650;487236;5210450;36;2250;
1121;492336;5205500;492336;5207750;0;2250;
1183;474036;5198600;474036;5200850;0;2250;
1227;483636;5196500;484986;5198300;36;2250;
1231;490686;5194700;492486;5196050;53;2250;
1330;482286;5207450;484086;5208800;53;2250;
1359;483036;5218250;485286;5218250;90;2250;
1377;487386;5193500;488736;5195300;36;2250;
1404;482436;5207450;484236;5208800;53;2250;
1518;474486;5198150;474486;5200400;0;2250;
1684;489486;5205650;489486;5207900;0;2250;
142;474786;5212100;476436;5213600;47;2229;
156;486636;5193800;487386;5195900;19;2229;
159;477336;5193800;478986;5195300;47;2229;
