ID; A.X; A.Y; B.X; B.Y; A; L
42734;-487484;-1271840;-485384;-1274990;146;3785;
23684;-490034;-1316465;-487859;-1319540;144;3766;
44152;-490034;-1316465;-487859;-1319540;144;3766;
6253;-473309;-1295990;-473234;-1299740;178;3750;
7724;-470609;-1329215;-467009;-1330190;105;3729;
21397;-469484;-1317515;-466559;-1319765;127;3690;
37935;-469934;-1317140;-467009;-1319390;127;3690;
2278;-455234;-1298240;-455159;-1301915;178;3675;
34495;-473309;-1296065;-473234;-1299740;178;3675;
25944;-489959;-1316540;-487859;-1319540;145;3661;
46380;-489959;-1316540;-487859;-1319540;145;3661;
18352;-481784;-1257215;-480884;-1260740;165;3638;
28537;-450209;-1291490;-449759;-1295090;172;3628;
2737;-474509;-1278140;-473309;-1274765;19;3581;
42112;-453959;-1300040;-452759;-1303415;160;3581;
25064;-492584;-1259315;-490559;-1256390;34;3557;
13326;-490409;-1314740;-488309;-1317590;143;3540;
2262;-473309;-1296065;-473234;-1299590;178;3525;
4314;-473309;-1296065;-473234;-1299590;178;3525;
27439;-461309;-1252640;-461234;-1249115;1;3525;
30461;-473309;-1296065;-473234;-1299590;178;3525;
5610;-473834;-1258790;-472259;-1255640;26;3521;
19124;-491984;-1318040;-490034;-1320965;146;3515;
39636;-491984;-1318040;-490034;-1320965;146;3515;
19186;-469484;-1317515;-466709;-1319615;127;3480;
46356;-469484;-1317515;-466709;-1319615;127;3480;
4053;-489809;-1316540;-487934;-1319465;147;3474;
27226;-480959;-1270490;-480809;-1267040;2;3453;
30510;-472709;-1295840;-472559;-1299290;177;3453;
47638;-480959;-1270490;-480809;-1267040;2;3453;
28394;-473309;-1296140;-473234;-1299590;178;3450;
31507;-501734;-1259390;-501734;-1255940;0;3450;
3579;-473759;-1258715;-472259;-1255640;26;3421;
43109;-488384;-1263140;-485309;-1264640;116;3421;
17700;-473534;-1279715;-471359;-1282340;140;3409;
32850;-473534;-1279715;-471359;-1282340;140;3409;
27387;-481334;-1263965;-480884;-1260590;7;3404;
45595;-481334;-1263965;-480884;-1260590;7;3404;
47798;-481334;-1263965;-480884;-1260590;7;3404;
17073;-489509;-1317140;-487559;-1319915;144;3391;
32278;-489509;-1317140;-487559;-1319915;144;3391;
13163;-452534;-1327340;-449159;-1327265;88;3375;
2603;-508784;-1280315;-508784;-1276940;0;3375;
47011;-508784;-1280390;-508784;-1277015;0;3375;
3100;-508034;-1261715;-506684;-1264790;156;3358;
23634;-492734;-1317815;-491084;-1320740;150;3358;
17027;-491984;-1318040;-490109;-1320815;145;3349;
32227;-491984;-1318040;-490109;-1320815;145;3349;
11356;-450584;-1242215;-448334;-1244690;137;3344;
3237;-481334;-1263965;-480884;-1260665;7;3330;
17709;-500459;-1278440;-498659;-1281215;147;3307;
30211;-489734;-1316690;-487934;-1319465;147;3307;
36175;-466859;-1310240;-464084;-1312040;122;3307;
32574;-473384;-1299140;-473384;-1295840;0;3300;
8989;-473459;-1260515;-470984;-1258340;48;3294;
15083;-467159;-1318490;-464834;-1320815;135;3288;
3057;-491009;-1266515;-489134;-1269215;145;3287;
23827;-469859;-1305665;-467984;-1308365;145;3287;
43937;-471284;-1328990;-468134;-1329890;105;3276;
41656;-470909;-1328465;-467759;-1329290;104;3256;
46327;-492659;-1317890;-491084;-1320740;151;3256;
7476;-473684;-1258565;-472259;-1255640;25;3253;
43032;-482909;-1273565;-482534;-1270340;6;3246;
32890;-500459;-1278440;-498659;-1281140;146;3245;
25904;-471059;-1316990;-468884;-1319390;137;3238;
46344;-471059;-1316990;-468884;-1319390;137;3238;
983;-489659;-1267190;-488009;-1269965;149;3228;
14087;-489659;-1267190;-488009;-1269965;149;3228;
25367;-461384;-1252415;-461234;-1249190;2;3228;
161;-491984;-1318115;-490109;-1320740;144;3225;
42154;-473984;-1299740;-473984;-1296515;0;3225;
20593;-483809;-1255190;-482459;-1258115;155;3221;
43239;-450734;-1258115;-447884;-1259615;117;3220;
46321;-490334;-1320665;-488609;-1323365;147;3204;
15898;-494684;-1271465;-493409;-1274390;156;3190;
31858;-450734;-1249415;-448484;-1247165;45;3181;
3202;-481034;-1265315;-480284;-1262240;13;3165;
5188;-481034;-1265315;-480284;-1262240;13;3165;
29368;-481034;-1265315;-480284;-1262240;13;3165;
31369;-481034;-1265315;-480284;-1262240;13;3165;
9866;-467159;-1310090;-464459;-1311740;121;3164;
19467;-467159;-1310090;-464459;-1311740;121;3164;
39980;-467159;-1310090;-464459;-1311740;121;3164;
42060;-467159;-1310090;-464459;-1311740;121;3164;
1971;-489734;-1318340;-488234;-1321115;151;3154;
32307;-478334;-1313765;-475334;-1314740;108;3154;
17948;-483584;-1273640;-483434;-1270490;2;3153;
18221;-488384;-1263140;-485534;-1264490;115;3153;
28908;-489134;-1278440;-488984;-1275290;2;3153;
3865;-472184;-1244015;-472184;-1240865;0;3150;
34858;-506759;-1277765;-506759;-1274615;0;3150;
851;-487484;-1271840;-485759;-1274465;146;3141;
7907;-466709;-1310315;-464084;-1312040;123;3141;
44018;-490484;-1321790;-488759;-1324415;146;3141;
37794;-473534;-1328090;-470609;-1329215;111;3133;
7608;-475184;-1246190;-473084;-1243865;42;3132;
21690;-480734;-1303040;-478634;-1305365;137;3132;
23112;-477959;-1250765;-477359;-1253840;168;3132;
23965;-480884;-1302890;-478784;-1305215;137;3132;
40019;-480809;-1302965;-478709;-1305290;137;3132;
42210;-480734;-1303040;-478634;-1305365;137;3132;
6909;-475559;-1269365;-474659;-1266365;16;3132;
46331;-490334;-1319015;-488759;-1321715;149;3125;
29231;-489584;-1262915;-488309;-1265765;155;3122;
47434;-491009;-1266515;-489209;-1269065;144;3121;
45440;-482159;-1257890;-481634;-1260965;170;3119;
31707;-452534;-1246940;-451709;-1243940;15;3111;
184;-469484;-1317515;-467009;-1319390;127;3105;
43715;-508259;-1242890;-506384;-1245365;142;3105;
4064;-490034;-1315040;-488384;-1317665;147;3100;
9808;-466934;-1310915;-464309;-1312565;122;3100;
32810;-488834;-1281815;-487184;-1284440;147;3100;
7070;-481034;-1265240;-480284;-1262240;14;3092;
29689;-498584;-1254215;-497384;-1251365;22;3092;
37942;-488459;-1318790;-486509;-1321190;140;3092;
45374;-507959;-1262015;-506609;-1264790;154;3085;
7069;-481034;-1265240;-480809;-1268315;175;3083;
8430;-483584;-1274015;-483359;-1270940;4;3083;
18535;-479609;-1256090;-478634;-1259015;161;3083;
29944;-475109;-1246190;-473084;-1243865;41;3083;
33557;-479609;-1256090;-478634;-1259015;161;3083;
2757;-489134;-1278440;-488984;-1275365;2;3078;
3774;-508184;-1242890;-506459;-1245440;145;3078;
18948;-466484;-1330265;-463934;-1331990;124;3078;
31871;-500309;-1258040;-500159;-1254965;2;3078;
157;-467084;-1318565;-464909;-1320740;135;3075;
13283;-467009;-1318640;-464834;-1320815;135;3075;
30492;-446909;-1293290;-446834;-1296365;178;3075;
44493;-472634;-1296290;-472559;-1299365;178;3075;
23960;-473984;-1299665;-473984;-1296590;0;3075;
38015;-467309;-1310015;-464684;-1311590;120;3061;
17355;-474284;-1292990;-473384;-1295915;162;3060;
5091;-508034;-1261715;-506759;-1264490;155;3053;
7757;-489509;-1325015;-486734;-1326290;114;3053;
13204;-468434;-1323515;-465659;-1324790;114;3053;
14997;-468584;-1323440;-465809;-1324715;114;3053;
36024;-489509;-1325015;-486734;-1326290;114;3053;
2059;-478634;-1316990;-476759;-1319390;142;3045;
22737;-482159;-1257890;-481634;-1260890;170;3045;
23742;-469259;-1317590;-466859;-1319465;128;3045;
3449;-495209;-1255715;-494384;-1252790;15;3039;
6255;-485909;-1299140;-485084;-1302065;164;3039;
36462;-484109;-1288190;-483284;-1285265;15;3039;
13206;-471134;-1323815;-468584;-1325465;122;3037;
15220;-466934;-1310915;-464384;-1312565;122;3037;
19217;-471059;-1316990;-469034;-1319240;138;3027;
37649;-475184;-1246190;-473159;-1243940;41;3027;
39670;-471059;-1316990;-469034;-1319240;138;3027;
860;-494609;-1271615;-493409;-1274390;156;3023;
3730;-479459;-1245140;-478259;-1247915;156;3023;
13991;-494609;-1271615;-493409;-1274390;156;3023;
36893;-492884;-1270640;-492509;-1267640;7;3023;
45757;-482834;-1250690;-481634;-1253465;156;3023;
35355;-481034;-1265240;-480284;-1262315;14;3019;
27790;-508109;-1242965;-506384;-1245440;145;3016;
48226;-508109;-1242965;-506384;-1245440;145;3016;
2357;-450134;-1291715;-449834;-1294715;174;3014;
46759;-450134;-1291715;-449834;-1294715;174;3014;
9743;-478184;-1313765;-475334;-1314740;108;3012;
17103;-478184;-1313765;-475334;-1314740;108;3012;
3696;-500384;-1258115;-500159;-1255115;4;3008;
2103;-473684;-1310615;-473609;-1307615;1;3000;
2334;-472634;-1296290;-472559;-1299290;178;3000;
4353;-472634;-1296290;-472559;-1299290;178;3000;
46694;-472634;-1296290;-472559;-1299290;178;3000;
11586;-469934;-1317140;-467534;-1318940;126;3000;
12802;-476159;-1260440;-473759;-1258640;53;3000;
15128;-469484;-1317515;-467084;-1319315;126;3000;
17064;-469484;-1317515;-467084;-1319315;126;3000;
25605;-508259;-1242890;-506459;-1245290;143;3000;
32271;-469484;-1317515;-467084;-1319315;126;3000;
39690;-469484;-1317515;-467084;-1319315;126;3000;
40178;-482234;-1289015;-482234;-1286015;0;3000;
44412;-473984;-1299665;-473984;-1296665;0;3000;
46040;-508259;-1242890;-506459;-1245290;143;3000;
5739;-508034;-1242965;-506459;-1245515;148;2997;
17623;-488834;-1281815;-487259;-1284365;148;2997;
31907;-508034;-1242965;-506459;-1245515;148;2997;
31586;-495209;-1255640;-494309;-1252790;17;2988;
1958;-492584;-1317965;-491159;-1320590;151;2986;
28085;-492584;-1317965;-491159;-1320590;151;2986;
23523;-486134;-1326890;-484184;-1329140;139;2977;
41881;-487859;-1319540;-485909;-1321790;139;2977;
44151;-487859;-1319540;-485909;-1321790;139;2977;
21574;-476309;-1303940;-474659;-1306415;146;2974;
216;-467609;-1314065;-465434;-1316090;132;2971;
1613;-503759;-1249115;-501734;-1246940;42;2971;
14713;-503759;-1249115;-501734;-1246940;42;2971;
27311;-473909;-1261115;-471734;-1259090;47;2971;
39923;-453434;-1301390;-452609;-1304240;163;2967;
44898;-474509;-1278065;-473459;-1275290;20;2967;
21326;-490259;-1319165;-488759;-1321715;149;2958;
27022;-490934;-1266665;-489209;-1269065;144;2955;
32065;-466109;-1329740;-463709;-1331465;125;2955;
8615;-492884;-1270640;-492509;-1267715;7;2948;
16857;-471059;-1329065;-468209;-1329815;104;2947;
34134;-470534;-1329215;-467684;-1329965;104;2947;
5694;-498209;-1248665;-497234;-1245890;19;2941;
12241;-487559;-1271690;-485984;-1274165;147;2933;
20367;-467609;-1261265;-467459;-1264190;177;2928;
6325;-476609;-1292240;-476534;-1295165;178;2925;
24981;-480359;-1263290;-480284;-1260365;1;2925;
26250;-473384;-1299065;-473309;-1296140;1;2925;
28453;-472634;-1296365;-472559;-1299290;178;2925;
28463;-446909;-1293440;-446834;-1296365;178;2925;
34578;-476609;-1292240;-476534;-1295165;178;2925;
34947;-491759;-1270940;-491684;-1273865;178;2925;
44466;-473384;-1299065;-473309;-1296140;1;2925;
46548;-473684;-1310615;-473609;-1307690;1;2925;
46685;-473384;-1299065;-473309;-1296140;1;2925;
5274;-469559;-1261190;-468434;-1258490;22;2925;
10499;-494534;-1271690;-493409;-1274390;157;2925;
17913;-494534;-1271690;-493409;-1274390;157;2925;
20033;-494534;-1271690;-493409;-1274390;157;2925;
21870;-482234;-1288940;-482234;-1286015;0;2925;
27380;-449384;-1257890;-449384;-1254965;0;2925;
33084;-494534;-1271690;-493409;-1274390;157;2925;
40575;-491234;-1280465;-491234;-1277540;0;2925;
42375;-482234;-1288940;-482234;-1286015;0;2925;
9396;-475109;-1246115;-473159;-1243940;41;2921;
9754;-471059;-1316990;-469109;-1319165;138;2921;
12004;-508334;-1280915;-505784;-1282340;119;2921;
17108;-471059;-1316990;-469109;-1319165;138;2921;
23604;-466634;-1318865;-464684;-1321040;138;2921;
39591;-478109;-1320365;-475934;-1322315;131;2921;
18399;-483809;-1255265;-482534;-1257890;154;2918;
29081;-507959;-1261940;-506684;-1264565;154;2918;
17122;-467684;-1313915;-465584;-1315940;133;2917;
32322;-467684;-1313915;-465584;-1315940;133;2917;
16852;-466109;-1329815;-463709;-1331465;124;2912;
32437;-476234;-1304090;-474584;-1306490;145;2912;
43495;-472034;-1250765;-470384;-1253165;145;2912;
11443;-473309;-1328165;-470609;-1329215;111;2896;
5433;-495209;-1255640;-494384;-1252865;16;2895;
21005;-508109;-1243040;-506384;-1245365;143;2895;
35762;-469709;-1253615;-468884;-1250840;16;2895;
41507;-508109;-1243040;-506384;-1245365;143;2895;
41902;-469484;-1317515;-467159;-1319240;126;2895;
44138;-469484;-1317515;-467159;-1319240;126;2895;
1595;-454409;-1252340;-451934;-1253840;121;2894;
18485;-492134;-1253690;-489659;-1255190;121;2894;
5662;-479459;-1245215;-478259;-1247840;155;2886;
9587;-468434;-1323515;-465809;-1324715;114;2886;
16177;-488384;-1263140;-485759;-1264340;114;2886;
20397;-488384;-1263140;-485759;-1264340;114;2886;
40755;-455984;-1266740;-453359;-1267940;114;2886;
4025;-490109;-1319240;-488759;-1321790;152;2885;
44172;-466484;-1314290;-464234;-1316090;128;2881;
5670;-505034;-1248890;-504659;-1246040;7;2874;
29849;-505034;-1248890;-504659;-1246040;7;2874;
31737;-505034;-1248890;-504659;-1246040;7;2874;
12648;-473159;-1260215;-470984;-1258340;49;2871;
46296;-466484;-1319015;-464609;-1321190;139;2871;
12356;-480059;-1276115;-478484;-1273715;33;2870;
23882;-476309;-1303940;-474734;-1306340;146;2870;
42085;-476309;-1303940;-474734;-1306340;146;2870;
44327;-476309;-1303940;-474734;-1306340;146;2870;
5725;-474734;-1246565;-472784;-1244465;42;2865;
5733;-475184;-1246190;-473234;-1244090;42;2865;
6665;-491534;-1275665;-491234;-1278515;173;2865;
9577;-486509;-1326440;-484559;-1328540;137;2865;
9746;-467609;-1314065;-465509;-1316015;132;2865;
15157;-467609;-1314065;-465509;-1316015;132;2865;
17777;-452534;-1278965;-450584;-1281065;137;2865;
25036;-452459;-1256465;-450359;-1258415;132;2865;
19268;-467309;-1310765;-464834;-1312190;119;2855;
23626;-490559;-1320140;-489134;-1322615;150;2855;
28928;-493934;-1271390;-492809;-1274015;156;2855;
36031;-489284;-1324340;-486659;-1325465;113;2855;
41823;-490559;-1320140;-489134;-1322615;150;2855;
44103;-490184;-1319240;-488759;-1321715;150;2855;
8066;-473459;-1298915;-473309;-1296065;3;2853;
4366;-476609;-1292240;-476534;-1295090;178;2850;
6294;-472709;-1295690;-472634;-1298540;178;2850;
19541;-473384;-1299140;-473309;-1296290;1;2850;
21718;-473384;-1299065;-473309;-1296215;1;2850;
24001;-473384;-1299065;-473309;-1296215;1;2850;
27181;-507959;-1261940;-506684;-1264490;153;2850;
35492;-503309;-1258340;-503234;-1255490;1;2850;
40064;-473384;-1299140;-473309;-1296290;1;2850;
40724;-490709;-1266965;-489059;-1269290;144;2850;
42225;-473384;-1299065;-473309;-1296215;1;2850;
43197;-480359;-1263215;-480284;-1260365;1;2850;
4890;-491684;-1273865;-491684;-1271015;0;2850;
31048;-491684;-1273865;-491684;-1271015;0;2850;
40950;-480284;-1263215;-480284;-1260365;0;2850;
33990;-508184;-1242965;-506459;-1245215;142;2835;
35758;-476009;-1260365;-473759;-1258640;52;2835;
11195;-454109;-1252490;-451709;-1253990;122;2830;
3568;-483059;-1254965;-482234;-1257665;163;2823;
7475;-475859;-1260365;-473684;-1258565;50;2823;
9169;-465209;-1253540;-464384;-1250840;16;2823;
16275;-456134;-1260665;-453959;-1258865;50;2823;
20556;-504509;-1256765;-503684;-1259465;163;2823;
22054;-473459;-1279790;-471659;-1281965;140;2823;
24395;-473459;-1279790;-471659;-1281965;140;2823;
25166;-483059;-1254965;-482234;-1257665;163;2823;
26663;-473459;-1279790;-471659;-1281965;140;2823;
27413;-483059;-1254965;-482234;-1257665;163;2823;
30412;-485984;-1298840;-485159;-1301540;163;2823;
41063;-504509;-1256765;-503684;-1259465;163;2823;
47070;-473459;-1279790;-471659;-1281965;140;2823;
47831;-483059;-1254965;-482234;-1257665;163;2823;
231;-471059;-1316990;-469184;-1319090;138;2815;
13356;-471134;-1316915;-469259;-1319015;138;2815;
15168;-471059;-1316990;-469184;-1319090;138;2815;
29493;-474059;-1261190;-471959;-1259315;48;2815;
40829;-495134;-1263440;-493259;-1265540;138;2815;
46379;-487859;-1319540;-485984;-1321640;138;2815;
13341;-467459;-1314140;-465434;-1316090;133;2811;
19244;-467609;-1313990;-465584;-1315940;133;2811;
21292;-466859;-1318715;-464909;-1320740;136;2811;
21425;-467609;-1313990;-465584;-1315940;133;2811;
23715;-467534;-1314065;-465509;-1316015;133;2811;
27379;-452459;-1256465;-450434;-1258415;133;2811;
39770;-467609;-1313990;-465584;-1315940;133;2811;
41922;-467609;-1313990;-465584;-1315940;133;2811;
44183;-467534;-1314065;-465509;-1316015;133;2811;
25803;-490859;-1322240;-489284;-1324565;145;2808;
39889;-476234;-1304090;-474659;-1306415;145;2808;
29583;-495134;-1255490;-494384;-1252790;15;2802;
1845;-465509;-1325915;-465134;-1323140;7;2800;
7540;-505034;-1248815;-504659;-1246040;7;2800;
24441;-474509;-1278140;-473534;-1275515;20;2800;
31377;-482084;-1258115;-481709;-1260890;172;2800;
15278;-467159;-1310090;-464759;-1311515;120;2791;
17270;-467159;-1310090;-464759;-1311515;120;2791;
29193;-474809;-1267040;-474509;-1264265;6;2791;
32461;-467159;-1310090;-464759;-1311515;120;2791;
41832;-492734;-1317815;-491309;-1320215;149;2791;
44105;-492734;-1317815;-491309;-1320215;149;2791;
47467;-474809;-1267040;-474509;-1264265;6;2791;
2007;-489659;-1315715;-488009;-1317965;143;2790;
10492;-486809;-1272965;-485159;-1275215;143;2790;
15891;-486809;-1272965;-485159;-1275215;143;2790;
16040;-490934;-1266665;-489284;-1268915;143;2790;
17044;-491084;-1318115;-489434;-1320365;143;2790;
32247;-491084;-1318115;-489434;-1320365;143;2790;
11449;-470909;-1328465;-468209;-1329140;104;2783;
35993;-470909;-1328465;-468209;-1329140;104;2783;
37800;-470909;-1328465;-468209;-1329140;104;2783;
3428;-506384;-1257365;-506234;-1254590;3;2779;
4694;-489134;-1278365;-488984;-1275590;3;2779;
21578;-453509;-1306265;-453359;-1303490;3;2779;
26198;-446909;-1293440;-446759;-1296215;176;2779;
37334;-503309;-1258040;-503159;-1255265;3;2779;
47597;-453884;-1264265;-453734;-1261490;3;2779;
4123;-473684;-1310540;-473609;-1307765;1;2776;
14371;-492359;-1258940;-490634;-1256765;38;2776;
18817;-508184;-1243040;-506459;-1245215;141;2776;
20155;-491309;-1280390;-491234;-1277615;1;2776;
32834;-473834;-1280315;-472109;-1282490;141;2776;
37551;-475934;-1260365;-473759;-1258640;51;2776;
38676;-487559;-1266590;-485384;-1268315;128;2776;
43105;-467609;-1261190;-467534;-1263965;178;2776;
45434;-480359;-1263140;-480284;-1260365;1;2776;
46403;-478409;-1317290;-476684;-1319465;141;2776;
6704;-491684;-1273790;-491684;-1271015;0;2775;
7180;-477884;-1264040;-476984;-1261415;18;2775;
12120;-502409;-1277540;-501509;-1274915;18;2775;
19399;-453659;-1300790;-452759;-1303415;161;2775;
20443;-480284;-1263140;-480284;-1260365;0;2775;
29472;-465209;-1257890;-465209;-1255115;0;2775;
13214;-482384;-1321265;-480884;-1323590;147;2766;
13979;-487484;-1271840;-485984;-1274165;147;2766;
15025;-482309;-1321340;-480809;-1323665;147;2766;
17275;-472934;-1304465;-470609;-1305965;122;2766;
19472;-472934;-1304465;-470609;-1305965;122;2766;
21674;-472934;-1304465;-470609;-1305965;122;2766;
39985;-472934;-1304465;-470609;-1305965;122;2766;
16912;-486284;-1326665;-484484;-1328765;139;2765;
32132;-486284;-1326665;-484484;-1328765;139;2765;
7596;-503834;-1249190;-501959;-1247165;42;2759;
14989;-486434;-1326515;-484559;-1328540;137;2759;
31909;-475184;-1246190;-473309;-1244165;42;2759;
35864;-475184;-1246190;-473309;-1244165;42;2759;
47782;-452459;-1256465;-450434;-1258340;132;2759;
19233;-477209;-1318865;-475259;-1320815;135;2757;
21429;-477209;-1318865;-475259;-1320815;135;2757;
25277;-482759;-1250840;-481709;-1253390;157;2757;
41926;-477209;-1318865;-475259;-1320815;135;2757;
25891;-490184;-1319240;-488834;-1321640;150;2753;
45641;-483059;-1255040;-482234;-1257665;162;2751;
25742;-453359;-1240040;-452834;-1242740;169;2750;
27962;-453359;-1240040;-452834;-1242740;169;2750;
32123;-490484;-1321865;-488909;-1324115;145;2746;
37152;-480659;-1264190;-480209;-1261490;9;2737;
208;-489959;-1315415;-488309;-1317590;142;2730;
3013;-479384;-1274990;-477734;-1272815;37;2730;
5001;-479384;-1274990;-477734;-1272815;37;2730;
5612;-469784;-1253840;-469034;-1251215;15;2730;
31189;-479384;-1274990;-477734;-1272815;37;2730;
31805;-469784;-1253840;-469034;-1251215;15;2730;
32627;-452459;-1292615;-450284;-1294265;127;2730;
35190;-479384;-1274990;-477734;-1272815;37;2730;
17031;-492734;-1317890;-491309;-1320215;148;2726;
5206;-482084;-1258115;-481709;-1260815;172;2725;
9349;-505034;-1248815;-504659;-1246115;7;2725;
35808;-505034;-1248815;-504659;-1246115;7;2725;
37600;-505034;-1248815;-504659;-1246115;7;2725;
18786;-479459;-1245140;-478334;-1247615;155;2718;
23605;-481259;-1323065;-479534;-1325165;140;2717;
31801;-475784;-1260290;-473684;-1258565;50;2717;
19671;-460634;-1284890;-460334;-1287590;173;2716;
9889;-480659;-1303115;-478859;-1305140;138;2709;
13029;-474734;-1246565;-472934;-1244540;41;2709;
15305;-480659;-1303115;-478859;-1305140;138;2709;
17652;-457559;-1281815;-455534;-1283615;131;2709;
23683;-487859;-1319540;-486059;-1321565;138;2709;
25943;-487859;-1319540;-486059;-1321565;138;2709;
32830;-457559;-1281815;-455534;-1283615;131;2709;
1683;-474959;-1246715;-473084;-1244765;43;2705;
9632;-478259;-1321265;-476384;-1323215;136;2705;
22864;-459884;-1255790;-457934;-1257665;133;2705;
26022;-479609;-1316090;-477734;-1318040;136;2705;
32260;-466784;-1318790;-464909;-1320740;136;2705;
41901;-467159;-1319240;-465284;-1321190;136;2705;
44137;-467159;-1319240;-465284;-1321190;136;2705;
3839;-498284;-1241015;-497384;-1243565;160;2704;
6086;-457934;-1313165;-457034;-1310615;19;2704;
14330;-467534;-1258565;-464984;-1259465;109;2704;
21505;-474359;-1310465;-474209;-1307765;3;2704;
41996;-474359;-1310465;-474209;-1307765;3;2704;
19402;-455309;-1302665;-455234;-1299965;1;2701;
22733;-480359;-1263065;-480284;-1260365;1;2701;
34533;-446909;-1293665;-446834;-1296365;178;2701;
33203;-483434;-1273115;-483434;-1270415;0;2700;
2778;-493934;-1271390;-492884;-1273865;157;2688;
5156;-507209;-1261790;-506159;-1264265;157;2688;
12476;-487934;-1263440;-485459;-1264490;112;2688;
24567;-493859;-1271540;-492809;-1274015;157;2688;
26823;-493859;-1271540;-492809;-1274015;157;2688;
32366;-467534;-1310615;-465209;-1311965;120;2688;
45000;-493859;-1271540;-492809;-1274015;157;2688;
47206;-493859;-1271540;-492809;-1274015;157;2688;
19143;-491009;-1318190;-489434;-1320365;144;2685;
43978;-490934;-1322240;-489359;-1324415;144;2685;
18680;-457484;-1246865;-456659;-1249415;162;2680;
22115;-474434;-1278140;-473609;-1275590;17;2680;
22897;-483059;-1255040;-482234;-1257590;162;2680;
43332;-483059;-1255040;-482234;-1257590;162;2680;
21079;-501359;-1241090;-500834;-1243715;168;2676;
41561;-501359;-1241090;-500834;-1243715;168;2676;
1751;-508259;-1242965;-506609;-1245065;141;2670;
14853;-508259;-1242965;-506609;-1245065;141;2670;
17665;-473834;-1280315;-472184;-1282415;141;2670;
12359;-475859;-1271390;-475409;-1268765;9;2663;
17020;-482234;-1321415;-480809;-1323665;147;2663;
19130;-492734;-1317965;-491309;-1320215;147;2663;
24984;-482084;-1258340;-481634;-1260965;170;2663;
30228;-490034;-1315040;-488609;-1317290;147;2663;
991;-488159;-1267115;-486134;-1268840;130;2660;
7731;-472934;-1327640;-470459;-1328615;111;2660;
14098;-488159;-1267115;-486134;-1268840;130;2660;
14254;-487109;-1261715;-485384;-1263740;139;2660;
15642;-489209;-1278290;-488234;-1280765;158;2660;
21068;-498284;-1241165;-497309;-1243640;158;2660;
23370;-498284;-1241165;-497309;-1243640;158;2660;
38668;-488159;-1267115;-486134;-1268840;130;2660;
45228;-487559;-1266515;-485534;-1268240;130;2660;
6487;-459884;-1284815;-459134;-1282265;16;2658;
45651;-504509;-1256690;-503759;-1259240;163;2658;
7555;-474734;-1246565;-472934;-1244615;42;2653;
15014;-478334;-1321190;-476534;-1323140;137;2653;
28064;-467084;-1319240;-465284;-1321190;137;2653;
