ID; A.X; A.Y; B.X; B.Y; A; L
5;-444943;-1219450;-443681;-1219565;95;1267;
919;-442040;-1210139;-441697;-1208919;15;1267;
10609;-454184;-1204449;-453797;-1205655;162;1265;
12403;-450059;-1220209;-449948;-1218949;5;1265;
28;-443882;-1213120;-442653;-1212822;76;1264;
6119;-456855;-1214360;-455598;-1214480;95;1263;
10597;-454028;-1202072;-453718;-1203295;165;1261;
18571;-436860;-1225414;-436275;-1224297;27;1260;
1776;-455019;-1220337;-454278;-1219320;36;1258;
3523;-438604;-1220784;-437558;-1221482;123;1257;
10612;-454187;-1206798;-453828;-1208002;163;1256;
13226;-450378;-1216594;-449154;-1216312;77;1256;
15958;-452992;-1210420;-452309;-1209369;33;1253;
5252;-444872;-1219434;-443625;-1219559;95;1253;
12404;-442040;-1210148;-441706;-1208940;15;1253;
19470;-435537;-1206356;-435020;-1207498;155;1252;
20384;-448944;-1198358;-448177;-1199348;142;1252;
14120;-454254;-1206496;-453925;-1207701;164;1249;
18568;-435536;-1206361;-435020;-1207499;155;1249;
16771;-444947;-1203872;-443715;-1204075;99;1248;
8795;-436305;-1207472;-435894;-1208649;160;1247;
38;-449715;-1220505;-448875;-1219584;42;1246;
6978;-452423;-1211450;-451200;-1211210;78;1246;
4397;-452517;-1211467;-451297;-1211213;78;1246;
18570;-437976;-1221193;-437008;-1221975;128;1245;
13222;-437521;-1224723;-436934;-1223625;28;1244;
10622;-454154;-1223977;-453357;-1224933;140;1244;
10595;-438951;-1220558;-437907;-1221233;122;1242;
12392;-458482;-1208235;-458272;-1209458;170;1240;
20382;-436325;-1219412;-435667;-1218361;32;1240;
8782;-437883;-1221269;-436912;-1222039;128;1240;
11483;-448695;-1224232;-448100;-1223145;28;1239;
5279;-446897;-1216483;-445660;-1216446;88;1238;
1772;-443952;-1223669;-443647;-1222469;14;1238;
5288;-449748;-1220539;-448906;-1219632;42;1237;
15064;-446549;-1220572;-446024;-1219452;25;1237;
7015;-435861;-1215836;-434629;-1215742;85;1235;
1787;-442055;-1210206;-441714;-1209019;16;1234;
11474;-454164;-1206878;-453799;-1208057;162;1234;
16787;-457910;-1205448;-456808;-1206001;116;1233;
17655;-454226;-1220865;-453151;-1221468;119;1232;
15058;-448017;-1210770;-447112;-1209934;47;1231;
2680;-448008;-1210761;-447099;-1209934;47;1229;
19496;-454854;-1211093;-454199;-1212132;147;1228;
4388;-441176;-1202755;-440109;-1203363;119;1228;
7926;-437688;-1207749;-436539;-1208183;110;1227;
7886;-441113;-1202784;-440055;-1203407;120;1227;
4412;-435797;-1222949;-435168;-1224003;149;1227;
15950;-450897;-1220733;-449827;-1220131;60;1227;
3530;-458444;-1208024;-458310;-1209243;173;1226;
13217;-449434;-1220717;-448666;-1219763;38;1224;
1766;-436313;-1219369;-435637;-1218350;33;1223;
15931;-443723;-1223878;-443227;-1222761;23;1222;
10604;-435638;-1207053;-435459;-1208261;171;1221;
2665;-450391;-1216603;-449198;-1216340;77;1221;
10611;-440914;-1213226;-440237;-1214242;146;1221;
8788;-457971;-1205432;-456873;-1205967;116;1220;
6989;-437708;-1222844;-436952;-1223801;141;1219;
10605;-445778;-1224381;-445677;-1223166;4;1219;
20414;-450060;-1220208;-449952;-1218994;5;1218;
5290;-451929;-1215037;-450807;-1214565;67;1217;
15932;-444855;-1218548;-443721;-1218985;111;1214;
19501;-450073;-1220238;-449954;-1219030;5;1213;
4385;-451355;-1205890;-450331;-1206540;122;1212;
19485;-445773;-1224378;-445663;-1223171;5;1212;
6114;-451899;-1215028;-450781;-1214561;67;1212;
4411;-450640;-1205290;-449529;-1205773;113;1211;
3522;-454335;-1223285;-453214;-1223743;112;1211;
14126;-443372;-1219923;-442161;-1219905;89;1210;
3542;-437550;-1224719;-436978;-1223652;28;1210;
895;-448825;-1217571;-447768;-1216982;60;1210;
7896;-440131;-1219977;-439264;-1220821;134;1209;
8801;-441157;-1202372;-440080;-1202916;116;1206;
18595;-436287;-1207518;-435890;-1208657;160;1206;
8794;-445786;-1224329;-445682;-1223128;4;1205;
17638;-437953;-1221213;-437012;-1221964;128;1203;
10614;-449583;-1219489;-449072;-1218400;25;1202;
14178;-437674;-1207762;-436543;-1208171;109;1202;
11498;-442018;-1210078;-441713;-1208916;14;1201;
5295;-454064;-1223361;-452982;-1223881;115;1201;
16814;-445452;-1225080;-444363;-1225586;114;1201;
19498;-442027;-1210065;-441729;-1208901;14;1200;
19475;-453126;-1204289;-452663;-1205397;157;1200;
14147;-441155;-1202365;-440086;-1202912;117;1200;
15037;-453582;-1209425;-453358;-1208246;10;1200;
10640;-452873;-1200604;-451755;-1201042;111;1200;
11478;-445774;-1224425;-445675;-1223229;4;1200;
4415;-448454;-1209230;-447541;-1210006;130;1198;
10615;-458489;-1208302;-458245;-1209475;168;1198;
9681;-455914;-1200261;-455567;-1201408;163;1197;
19484;-448903;-1198376;-448197;-1199344;143;1197;
926;-454002;-1201451;-453061;-1200710;51;1197;
1791;-446270;-1220670;-445719;-1219607;27;1197;
11471;-435523;-1206391;-435032;-1207482;155;1196;
18583;-445773;-1224372;-445664;-1223181;5;1195;
2685;-444588;-1219424;-443404;-1219589;97;1195;
2662;-448836;-1212802;-447986;-1211961;45;1195;
11510;-458489;-1208283;-458272;-1209459;169;1195;
4456;-447949;-1207971;-446875;-1208494;115;1195;
7932;-452895;-1200225;-451702;-1200192;88;1193;
6995;-449705;-1220489;-448888;-1219620;43;1193;
20368;-440756;-1218353;-440396;-1219490;162;1192;
2669;-443946;-1223643;-443651;-1222488;14;1192;
12402;-458898;-1210565;-457834;-1210026;63;1192;
1762;-448430;-1217359;-447408;-1216746;59;1191;
14142;-455677;-1200989;-455367;-1202138;164;1190;
9708;-454895;-1211015;-454266;-1212025;148;1189;
4380;-454252;-1206486;-453946;-1207636;165;1189;
4403;-458793;-1204693;-457620;-1204891;99;1189;
11467;-439986;-1219180;-439331;-1220171;146;1188;
11499;-447590;-1221215;-446751;-1220374;44;1188;
8815;-452835;-1222312;-452249;-1223345;150;1187;
4429;-449856;-1220178;-449024;-1219331;44;1187;
6125;-447388;-1221441;-446556;-1220595;44;1186;
10592;-454175;-1205536;-453891;-1206688;166;1186;
15956;-436010;-1215520;-434834;-1215360;82;1186;
2675;-435919;-1215539;-434752;-1215328;79;1186;
20392;-448693;-1224230;-448140;-1223181;27;1185;
13252;-455952;-1213238;-455713;-1212077;11;1185;
17635;-440815;-1218192;-440431;-1219312;161;1184;
20398;-440362;-1218479;-439779;-1219509;150;1183;
18594;-454991;-1211536;-454381;-1212550;148;1182;
6999;-455410;-1207542;-454880;-1208598;153;1181;
14139;-444648;-1205812;-443800;-1206635;134;1181;
16799;-451913;-1215031;-450822;-1214577;67;1181;
14169;-444276;-1220465;-443390;-1221246;131;1180;
9684;-455757;-1207577;-455373;-1208693;160;1180;
9702;-436287;-1207516;-435903;-1208631;161;1179;
2667;-437512;-1224638;-436946;-1223603;28;1179;
16803;-449796;-1220577;-448984;-1219722;43;1179;
7888;-453982;-1206255;-453683;-1207395;165;1179;
16797;-454402;-1223243;-453316;-1223702;112;1178;
8778;-455943;-1200209;-455597;-1201335;162;1178;
11487;-449590;-1218649;-448928;-1217675;34;1177;
6149;-440096;-1219973;-439287;-1220828;136;1176;
20404;-436726;-1225026;-436093;-1224035;32;1176;
12376;-454007;-1202193;-453704;-1203330;165;1175;
13264;-444517;-1199251;-444124;-1198143;19;1175;
6092;-456854;-1200740;-455697;-1200949;100;1174;
9689;-435552;-1206322;-435088;-1207401;156;1174;
10603;-435552;-1206322;-435088;-1207401;156;1174;
8825;-452854;-1200615;-451760;-1201041;111;1173;
20395;-442025;-1210078;-441728;-1208943;14;1172;
14190;-453191;-1222727;-452357;-1223551;134;1171;
2659;-454780;-1207516;-454400;-1208623;161;1170;
8780;-453997;-1206221;-453700;-1207352;165;1169;
8793;-455153;-1203373;-454105;-1203888;116;1167;
3532;-455646;-1223486;-454482;-1223581;94;1167;
9725;-454701;-1223121;-453615;-1223550;111;1167;
898;-447999;-1210768;-447159;-1209957;46;1167;
15944;-456376;-1204495;-455846;-1203456;27;1167;
7014;-441837;-1220369;-440823;-1219791;60;1166;
14121;-441139;-1202777;-440133;-1203367;120;1166;
10590;-440804;-1218210;-440448;-1219321;162;1166;
5267;-450041;-1225100;-449036;-1224509;59;1166;
13224;-457603;-1213905;-456485;-1213575;73;1165;
20407;-446169;-1203239;-445574;-1204240;149;1164;
17672;-449561;-1211384;-448509;-1211883;115;1164;
6972;-455060;-1209309;-454372;-1210247;143;1163;
16830;-445640;-1216113;-444516;-1215815;75;1162;
13250;-454928;-1207004;-454596;-1208117;163;1161;
19517;-451998;-1214454;-451273;-1213547;38;1161;
6103;-448424;-1219486;-447425;-1218895;59;1160;
17643;-454921;-1210915;-454333;-1211915;149;1159;
16790;-449106;-1224957;-448186;-1224253;52;1158;
16778;-449964;-1225044;-448958;-1224472;60;1157;
2692;-446294;-1220716;-445770;-1219683;26;1157;
5257;-452091;-1198224;-450969;-1198512;104;1157;
10610;-443877;-1198276;-443753;-1199425;173;1155;
934;-440196;-1223109;-440151;-1224264;177;1155;
10630;-454783;-1223076;-453709;-1223502;111;1155;
6124;-458212;-1217163;-457469;-1218048;139;1154;
11511;-441620;-1220233;-440635;-1219633;58;1152;
4466;-437786;-1222759;-437057;-1223652;140;1152;
20408;-449583;-1218638;-448934;-1217686;34;1152;
938;-452165;-1208091;-452024;-1209235;172;1152;
20430;-440169;-1223064;-440136;-1224215;178;1152;
17649;-444612;-1218585;-443567;-1219068;114;1151;
20406;-452996;-1204698;-452484;-1205729;153;1151;
6975;-440137;-1218839;-439574;-1219843;150;1151;
1817;-455952;-1213255;-455704;-1212131;12;1150;
14124;-437880;-1221268;-436979;-1221984;128;1150;
1796;-450728;-1204079;-450524;-1202947;10;1150;
15966;-442111;-1223949;-441107;-1223389;60;1149;
16784;-448413;-1219474;-447422;-1218891;59;1149;
10625;-454829;-1211133;-454215;-1212104;147;1148;
13236;-443693;-1223856;-443266;-1222791;21;1147;
17650;-445738;-1224542;-445654;-1225686;175;1146;
1769;-454123;-1206970;-453796;-1208069;163;1146;
19467;-437073;-1224838;-436528;-1223830;28;1146;
17723;-456946;-1207455;-456074;-1208199;130;1145;
5260;-442272;-1204930;-441142;-1204746;80;1145;
7937;-453172;-1222748;-452356;-1223552;134;1144;
1765;-436970;-1224578;-436384;-1223595;30;1144;
10631;-436670;-1224968;-436040;-1224013;33;1144;
12385;-443946;-1223647;-443668;-1222537;14;1144;
59;-445396;-1225079;-444383;-1225609;117;1144;
19535;-447305;-1202803;-447166;-1201668;6;1143;
7057;-447934;-1207981;-446909;-1208487;116;1142;
4446;-453030;-1215153;-451896;-1215016;83;1142;
10638;-441101;-1202420;-440075;-1202923;116;1142;
6997;-449207;-1225024;-448292;-1224339;53;1142;
6162;-447906;-1207994;-446883;-1208501;116;1141;
14144;-456922;-1207492;-456024;-1208198;128;1141;
14154;-438965;-1220582;-437987;-1221169;120;1140;
19524;-441084;-1202422;-440062;-1202928;116;1140;
17691;-441104;-1202399;-440086;-1202912;116;1140;
2693;-449751;-1220540;-448974;-1219706;43;1139;
18563;-437025;-1224785;-436498;-1223774;27;1139;
11469;-450279;-1222054;-450118;-1223182;171;1139;
3537;-435859;-1215511;-434734;-1215333;81;1139;
7012;-454198;-1223305;-453163;-1223779;114;1138;
12396;-449601;-1218659;-448973;-1217710;33;1137;
4422;-438271;-1198550;-437338;-1199200;124;1137;
7895;-452582;-1200725;-451512;-1201111;109;1137;
13243;-458467;-1208284;-458294;-1209409;171;1137;
18613;-452825;-1222320;-452279;-1223318;151;1137;
11466;-455737;-1207618;-455350;-1208688;160;1137;
14148;-451082;-1213629;-449945;-1213593;88;1136;
6166;-458628;-1218770;-457761;-1219505;130;1136;
19473;-440272;-1218620;-439717;-1219611;150;1136;
6089;-448952;-1224820;-448019;-1224173;55;1135;
18619;-441105;-1202398;-440091;-1202909;116;1135;
9704;-439041;-1216923;-438097;-1217554;123;1135;
18646;-457300;-1210796;-456538;-1211638;137;1135;
8787;-448888;-1198404;-448221;-1199322;144;1135;
18582;-449601;-1208798;-448809;-1209610;135;1134;
16;-436813;-1225048;-436109;-1224158;38;1134;
17651;-455031;-1208289;-454610;-1209342;158;1134;
19481;-436309;-1219450;-435741;-1218469;30;1134;
9711;-455145;-1203357;-454126;-1203854;116;1134;
7022;-449863;-1220187;-449077;-1219369;43;1133;
6101;-436778;-1225029;-436112;-1224111;35;1133;
11512;-452995;-1204715;-452500;-1205735;154;1133;
931;-455837;-1207393;-455404;-1208440;157;1132;
16807;-445648;-1204173;-444535;-1204383;100;1132;
27;-445009;-1225696;-443939;-1226064;108;1131;
9701;-445784;-1224353;-445672;-1225478;174;1131;
17670;-452838;-1222314;-452278;-1223296;150;1131;
3;-444591;-1218631;-443541;-1219050;111;1129;
3518;-435967;-1215834;-434839;-1215770;86;1129;
6127;-437957;-1221194;-437093;-1221921;130;1129;
7920;-452943;-1215396;-451815;-1215340;87;1129;
19478;-449640;-1220432;-448901;-1219579;40;1128;
9705;-445783;-1224323;-445681;-1223201;5;1127;
12416;-455852;-1207352;-455421;-1208393;157;1126;
15078;-435906;-1215541;-434796;-1215348;80;1126;
12417;-436717;-1225007;-436078;-1224079;34;1126;
2708;-445957;-1222204;-445032;-1221562;55;1126;
7043;-445506;-1225023;-444517;-1225561;118;1125;
15047;-442044;-1210234;-441739;-1209150;15;1125;
5255;-451470;-1220094;-450458;-1219600;63;1125;
82;-458856;-1210554;-457816;-1210122;67;1125;
53;-437884;-1221244;-437032;-1221979;130;1125;
68;-435901;-1204856;-434891;-1205351;116;1125;
4439;-450189;-1214892;-449165;-1214429;65;1123;
9745;-457299;-1210787;-456551;-1211625;138;1123;
8819;-447324;-1204766;-446320;-1205269;116;1123;
20416;-454764;-1207678;-454290;-1208696;155;1122;
12384;-437506;-1224704;-436990;-1223707;27;1122;
16810;-447385;-1221444;-446608;-1220634;43;1122;
7055;-444577;-1224061;-443776;-1224847;134;1122;
7902;-438967;-1216989;-438005;-1217567;121;1122;
1774;-449552;-1219396;-449068;-1218383;25;1122;
6143;-435864;-1217579;-435096;-1218397;136;1122;
6168;-446765;-1208672;-445945;-1209438;133;1121;
18612;-439008;-1220531;-438053;-1221121;121;1121;
16816;-445521;-1224487;-444603;-1225131;125;1121;
1801;-458464;-1208318;-458263;-1209421;169;1121;
15065;-454347;-1221147;-453508;-1220404;48;1121;
78;-458615;-1218779;-457764;-1219508;130;1120;
4444;-456384;-1208823;-455414;-1209385;120;1120;
4426;-440172;-1218725;-439662;-1219722;152;1120;
13248;-452408;-1211131;-451329;-1210834;74;1119;
13249;-457467;-1204143;-457200;-1205230;166;1119;
10636;-455089;-1203373;-454097;-1203892;117;1119;
16773;-449451;-1220714;-448737;-1219853;39;1118;
928;-438066;-1219298;-437533;-1220280;151;1118;
18566;-455728;-1207654;-455384;-1208719;162;1118;
14151;-446864;-1216486;-445746;-1216440;87;1118;
5250;-449450;-1220712;-448737;-1219852;39;1117;
12388;-447975;-1210744;-447176;-1209963;45;1117;
6158;-445944;-1222194;-445043;-1221534;53;1116;
15066;-451875;-1215016;-450839;-1214597;67;1116;
15062;-449747;-1221071;-449049;-1220200;38;1116;
19547;-454194;-1205380;-453969;-1206473;168;1115;
19499;-455088;-1210595;-454580;-1211589;152;1115;
13215;-437006;-1224634;-436435;-1223676;30;1115;
6096;-441109;-1202782;-440155;-1203360;121;1115;
6153;-452018;-1213231;-451154;-1212525;50;1115;
1778;-447267;-1221337;-446506;-1220521;43;1115;
4391;-437964;-1221189;-437104;-1221898;129;1114;
6;-446116;-1218203;-445038;-1218481;104;1113;
42;-450019;-1225096;-449057;-1224536;59;1113;
7910;-452920;-1215138;-451815;-1215000;82;1113;
14155;-452986;-1215132;-451880;-1215009;83;1112;
6130;-457328;-1210780;-456584;-1211607;138;1112;
13255;-451654;-1202957;-451119;-1201983;28;1111;
15052;-443946;-1223641;-443668;-1222565;14;1111;
17677;-458439;-1208440;-458243;-1209534;169;1111;
6131;-445370;-1225107;-444382;-1225618;117;1111;
944;-455039;-1210738;-454519;-1211720;152;1111;
12394;-451661;-1202962;-451118;-1201992;29;1111;
16783;-449499;-1225536;-448540;-1224975;59;1110;
19502;-454125;-1224040;-453402;-1224882;139;1110;
2656;-437040;-1224690;-436470;-1223737;30;1109;
90;-449837;-1220159;-449080;-1219349;43;1109;
2725;-454374;-1198938;-453451;-1198323;56;1108;
13220;-450767;-1218349;-449836;-1217746;57;1108;
884;-453121;-1204341;-452694;-1205364;157;1108;
15965;-435855;-1215836;-434749;-1215758;85;1108;
14130;-450542;-1205341;-449521;-1205771;112;1108;
8797;-435752;-1203141;-435014;-1203968;138;1108;
18592;-458761;-1204693;-457673;-1204903;100;1108;
13253;-448710;-1217493;-447732;-1216973;62;1107;
13229;-453977;-1202317;-453680;-1203384;164;1107;
