ID; A.X; A.Y; B.X; B.Y; A; L
7857;-828871;-1145090;-827580;-1144923;82;1302;
8127;-829264;-1135208;-828674;-1134049;27;1301;
7414;-830036;-1150179;-829685;-1148930;15;1298;
7648;-832879;-1139747;-832793;-1138457;3;1292;
941;-828325;-1144702;-827144;-1144193;66;1285;
2651;-825765;-1144165;-824573;-1143693;68;1282;
8052;-824175;-1136246;-822982;-1135774;68;1282;
3486;-825803;-1144177;-824598;-1143744;70;1280;
6401;-832558;-1135815;-832106;-1134617;20;1280;
3953;-825854;-1144152;-824636;-1143756;72;1280;
6645;-826219;-1140569;-825823;-1141787;162;1280;
7019;-825854;-1144152;-824636;-1143756;72;1280;
2588;-825023;-1148004;-824470;-1146857;25;1273;
6989;-834308;-1148034;-833186;-1148637;118;1273;
7807;-825023;-1148004;-824470;-1146857;25;1273;
8761;-832580;-1143772;-832463;-1145038;174;1271;
9221;-829681;-1141821;-829565;-1143086;174;1271;
9498;-828212;-1149839;-827562;-1150932;149;1271;
2473;-828729;-1132973;-827723;-1133740;127;1264;
5999;-834116;-1134387;-833364;-1135405;143;1264;
8346;-835725;-1144836;-834959;-1143830;37;1264;
777;-832546;-1135854;-832132;-1134668;19;1256;
5504;-832571;-1135904;-832157;-1134718;19;1256;
6246;-831720;-1142020;-831527;-1143261;171;1256;
8006;-832556;-1142292;-832143;-1141106;19;1256;
8244;-831503;-1148511;-830262;-1148318;81;1256;
1033;-827672;-1143733;-827486;-1142495;8;1252;
6079;-825947;-1151500;-825761;-1150262;8;1252;
9031;-825935;-1151538;-825749;-1150300;8;1252;
1400;-833786;-1147570;-832656;-1147035;64;1250;
380;-825758;-1134868;-824623;-1135382;114;1245;
3254;-826892;-1135909;-825749;-1135412;66;1245;
6451;-833505;-1132254;-833008;-1133396;156;1245;
8553;-831125;-1133625;-829990;-1134140;114;1245;
2373;-834699;-1139581;-833590;-1140146;117;1244;
2582;-824695;-1148107;-824130;-1146998;27;1244;
3432;-834295;-1148072;-833186;-1148637;117;1244;
3612;-834699;-1139581;-833590;-1140146;117;1244;
7368;-824746;-1148208;-824181;-1147099;27;1244;
9040;-827126;-1150075;-826017;-1150640;117;1244;
10304;-825417;-1135010;-824309;-1135575;117;1244;
7624;-824136;-1136234;-822982;-1135774;68;1242;
9675;-826487;-1140909;-826180;-1142113;165;1242;
7550;-823940;-1138651;-822897;-1137976;57;1241;
1549;-824474;-1137395;-823295;-1137012;72;1240;
5019;-827534;-1133931;-826694;-1134835;137;1234;
7852;-826540;-1146183;-826164;-1145010;17;1232;
4049;-827125;-1138298;-825898;-1138320;91;1227;
7451;-828757;-1145053;-827542;-1144911;83;1223;
1856;-830956;-1143076;-829911;-1143704;120;1219;
5704;-834293;-1146137;-834183;-1144923;5;1218;
871;-825189;-1148268;-824612;-1147197;28;1216;
2925;-831086;-1133613;-829990;-1134140;115;1216;
4336;-834308;-1148034;-833237;-1148612;118;1216;
7383;-825164;-1148218;-824586;-1147147;28;1216;
8326;-826805;-1142778;-825951;-1141912;44;1216;
8902;-825669;-1134881;-824573;-1135408;115;1216;
2357;-827112;-1138336;-825898;-1138320;89;1214;
5790;-823965;-1138702;-822974;-1138001;54;1214;
4958;-831329;-1138949;-831111;-1140140;169;1210;
10229;-832766;-1143201;-832428;-1142040;16;1209;
5770;-824828;-1142389;-824756;-1141187;3;1203;
6234;-823940;-1138651;-822935;-1137988;56;1203;
6667;-823940;-1138651;-822935;-1137988;56;1203;
9165;-833927;-1146228;-833855;-1145027;3;1203;
9756;-832543;-1143886;-832489;-1145088;177;1203;
1569;-824098;-1136221;-822982;-1135774;68;1202;
5808;-826536;-1140757;-826242;-1141923;165;1202;
6872;-834103;-1132743;-833656;-1133859;158;1202;
9496;-828491;-1150014;-828044;-1151130;158;1202;
664;-832511;-1139585;-832140;-1140727;162;1200;
7601;-824424;-1137420;-823283;-1137050;72;1200;
9389;-835713;-1138144;-835342;-1139286;162;1200;
9683;-830362;-1141537;-829992;-1142678;162;1200;
4829;-832530;-1143798;-832438;-1144987;175;1193;
1320;-825176;-1148179;-824586;-1147147;29;1189;
3956;-827566;-1143152;-827532;-1141963;1;1189;
7493;-833766;-1146723;-832825;-1145996;52;1189;
7799;-824746;-1148208;-824156;-1147175;29;1189;
4041;-834649;-1139607;-833590;-1140146;117;1187;
5900;-825480;-1134946;-824422;-1135485;117;1187;
7160;-834649;-1139607;-833590;-1140146;117;1187;
4892;-834269;-1142975;-833970;-1141826;14;1187;
7064;-831119;-1142834;-830201;-1143588;129;1187;
4133;-827597;-1133867;-826807;-1134746;138;1181;
7973;-826375;-1139569;-825334;-1139020;62;1177;
5835;-832766;-1143201;-832416;-1142078;17;1176;
10166;-823953;-1138740;-822999;-1138051;54;1176;
368;-828767;-1132985;-827798;-1133638;123;1168;
1352;-824221;-1145682;-823820;-1144585;20;1168;
4921;-834739;-1144894;-834655;-1143731;4;1166;
5589;-827321;-1149087;-827076;-1150227;167;1166;
6633;-824828;-1142389;-824744;-1141226;4;1166;
8816;-830854;-1143001;-829974;-1143766;131;1166;
10160;-824828;-1142389;-824744;-1141226;4;1166;
755;-834907;-1138682;-834456;-1137610;22;1162;
4739;-827051;-1150177;-825979;-1150627;112;1162;
5412;-835373;-1140095;-834939;-1141173;158;1162;
6739;-824098;-1136221;-823020;-1135787;68;1162;
9530;-825772;-1148415;-825321;-1147343;22;1162;
10201;-826512;-1140833;-826229;-1141961;165;1162;
626;-824415;-1139647;-823864;-1138626;28;1160;
1642;-829290;-1135258;-828789;-1134212;25;1160;
2048;-835385;-1136692;-834282;-1136334;72;1160;
3331;-831086;-1133613;-830040;-1134114;115;1160;
3601;-825374;-1137603;-824353;-1138155;118;1160;
7697;-829264;-1135208;-828763;-1134162;25;1160;
2164;-831363;-1148423;-830212;-1148344;86;1154;
6749;-831268;-1139139;-831188;-1140291;176;1154;
954;-825584;-1143559;-825272;-1142449;15;1153;
4135;-827351;-1134755;-826446;-1135470;128;1153;
4633;-827288;-1134818;-826383;-1135533;128;1153;
2769;-823876;-1138588;-822885;-1138014;59;1145;
3166;-823876;-1138588;-822885;-1138014;59;1145;
6258;-827620;-1143506;-827485;-1142368;6;1145;
5958;-832571;-1135904;-832209;-1134819;18;1144;
6800;-836359;-1141593;-835996;-1140508;18;1144;
1861;-832540;-1145062;-832531;-1143924;0;1138;
5861;-836452;-1140529;-836443;-1139391;0;1138;
7979;-830300;-1141601;-830144;-1142728;172;1137;
9331;-831329;-1138949;-831173;-1140076;172;1137;
2090;-829338;-1133297;-828382;-1133912;122;1137;
4727;-824286;-1145871;-823873;-1144812;21;1137;
6782;-834907;-1138682;-834494;-1137622;21;1137;
8116;-832557;-1135689;-832144;-1134630;21;1137;
9118;-827748;-1145440;-826689;-1145853;111;1137;
387;-831125;-1133625;-830091;-1134089;114;1132;
3243;-828918;-1136273;-827936;-1136837;119;1132;
9275;-831363;-1143376;-830381;-1143940;119;1132;
1304;-831298;-1149790;-830784;-1148782;27;1131;
2969;-826705;-1148003;-825689;-1147505;63;1131;
4528;-834598;-1139633;-833590;-1140146;117;1131;
6114;-825086;-1148066;-824573;-1147058;27;1131;
8849;-834598;-1139633;-833590;-1140146;117;1131;
1026;-824828;-1142389;-824731;-1141264;4;1129;
10107;-834293;-1146137;-834196;-1145012;4;1129;
6288;-832573;-1142760;-832387;-1141648;9;1127;
9951;-825921;-1151324;-825735;-1150212;9;1127;
2979;-828700;-1149114;-827574;-1149085;88;1126;
3590;-827112;-1138336;-825986;-1138307;88;1126;
4179;-834153;-1134273;-833515;-1135201;145;1126;
119;-827626;-1144391;-826537;-1144121;76;1122;
4935;-835349;-1140171;-834926;-1141211;157;1122;
1013;-826182;-1140683;-825835;-1141749;162;1120;
1056;-827655;-1139774;-827309;-1140839;162;1120;
7662;-833674;-1137818;-832608;-1137472;72;1120;
5579;-828350;-1149673;-827750;-1150614;147;1115;
568;-834253;-1145872;-834194;-1144759;3;1114;
3101;-835107;-1145056;-834242;-1144354;50;1114;
6230;-824828;-1142389;-824769;-1141276;3;1114;
4893;-831488;-1143249;-830570;-1143876;124;1112;
2864;-830644;-1137044;-829905;-1136215;41;1111;
1637;-831523;-1136152;-831376;-1135053;7;1109;
4004;-835520;-1142750;-834754;-1143553;136;1109;
4605;-832367;-1133945;-831267;-1134092;97;1109;
7011;-831904;-1146370;-831139;-1147173;136;1109;
7138;-835520;-1142750;-834754;-1143553;136;1109;
2760;-833895;-1141928;-832942;-1141366;59;1106;
3340;-829376;-1133310;-828432;-1133886;121;1106;
5042;-825068;-1135569;-824123;-1136145;121;1106;
1214;-829239;-1135158;-828763;-1134162;25;1103;
1742;-825112;-1148117;-824586;-1147147;28;1103;
2377;-831212;-1143453;-830242;-1143979;118;1103;
2492;-831229;-1134080;-830233;-1134556;115;1103;
3767;-831086;-1133613;-830091;-1134089;115;1103;
4099;-825669;-1134881;-824674;-1135357;115;1103;
4446;-831313;-1143402;-830343;-1143928;118;1103;
4620;-831086;-1133613;-830091;-1134089;115;1103;
5534;-831149;-1133549;-830154;-1134025;115;1103;
8822;-831313;-1143402;-830343;-1143928;118;1103;
9527;-832686;-1151082;-832665;-1149982;1;1100;
4448;-831780;-1141703;-831637;-1142792;172;1098;
9722;-831756;-1141779;-831612;-1142868;172;1098;
575;-833925;-1145975;-833816;-1144888;5;1092;
725;-832905;-1139924;-832796;-1138837;5;1092;
4971;-827605;-1143291;-827496;-1142204;5;1092;
5533;-830154;-1134025;-829426;-1134840;138;1092;
7534;-833939;-1146064;-833829;-1144977;5;1092;
15;-828396;-1150824;-827320;-1150642;80;1091;
662;-832585;-1142722;-832387;-1141648;10;1091;
5641;-825933;-1151285;-825735;-1150212;10;1091;
6774;-835312;-1140412;-834826;-1141389;153;1091;
7592;-832573;-1142760;-832375;-1141686;10;1091;
8332;-824604;-1142820;-823626;-1142335;63;1091;
9712;-830804;-1143026;-830013;-1143779;133;1091;
7700;-832532;-1135765;-832195;-1134730;18;1088;
10255;-836443;-1139391;-836426;-1140479;179;1088;
590;-826499;-1140871;-826242;-1141923;166;1082;
2972;-826228;-1148437;-825176;-1148179;76;1082;
5609;-833263;-1150344;-833005;-1151396;166;1082;
6968;-826404;-1145046;-826147;-1146098;166;1082;
6984;-829557;-1145439;-828555;-1145029;67;1082;
8231;-826266;-1148449;-825214;-1148192;76;1082;
8768;-826499;-1140871;-826242;-1141923;166;1082;
2026;-834920;-1138770;-834533;-1137761;20;1080;
3472;-827664;-1144404;-826625;-1144108;74;1080;
3731;-828130;-1132358;-827223;-1132947;123;1080;
5791;-827656;-1139901;-827284;-1140915;159;1080;
6109;-827516;-1144860;-826501;-1144488;69;1080;
6235;-827656;-1139901;-827284;-1140915;159;1080;
6588;-828325;-1144702;-827310;-1144330;69;1080;
7667;-834907;-1138682;-834520;-1137673;20;1080;
10167;-827656;-1139901;-827284;-1140915;159;1080;
5785;-830362;-1141537;-830029;-1142564;162;1080;
10059;-829535;-1145895;-829202;-1146922;162;1080;
10103;-830350;-1141575;-830016;-1142602;162;1080;
603;-824828;-1142389;-824757;-1141314;3;1077;
2391;-835319;-1141297;-834244;-1141368;93;1077;
6113;-826269;-1145591;-826198;-1144516;3;1077;
6950;-831325;-1148411;-830250;-1148356;87;1077;
8021;-827024;-1138349;-825948;-1138294;87;1077;
9955;-828350;-1149673;-827762;-1150576;146;1077;
111;-835218;-1147951;-834780;-1146968;23;1076;
1360;-824623;-1145350;-824085;-1144418;30;1076;
2534;-831125;-1133625;-830141;-1134063;113;1076;
2818;-834459;-1139672;-833527;-1140210;120;1076;
3746;-828297;-1132749;-827365;-1133287;120;1076;
6444;-830559;-1132390;-830020;-1131458;30;1076;
6498;-824681;-1148019;-824143;-1147087;30;1076;
8063;-827536;-1137422;-826997;-1136490;30;1076;
5938;-825358;-1135453;-824400;-1135941;117;1074;
9328;-834548;-1139658;-833590;-1140146;117;1074;
9457;-828758;-1135212;-827801;-1135700;117;1074;
9821;-828696;-1135276;-827738;-1135764;117;1074;
795;-830003;-1134228;-829250;-1134993;135;1073;
8420;-831170;-1139570;-830108;-1139730;98;1073;
1442;-826134;-1144453;-825219;-1143904;59;1067;
7454;-826172;-1144466;-825257;-1143916;59;1067;
9793;-831291;-1138937;-831198;-1140000;174;1067;
2926;-832450;-1133299;-831428;-1133598;106;1065;
4005;-836362;-1142099;-835520;-1142750;127;1065;
7139;-836362;-1142099;-835520;-1142750;127;1065;
7825;-830283;-1147736;-829984;-1146714;16;1065;
1717;-828750;-1149088;-827688;-1149122;91;1062;
7785;-828750;-1149088;-827688;-1149122;91;1062;
10314;-828053;-1140619;-828020;-1139556;1;1062;
197;-836234;-1143529;-835307;-1143017;61;1059;
6173;-829671;-1142112;-829540;-1143162;172;1059;
7541;-826299;-1139544;-825372;-1139032;61;1059;
9678;-829672;-1142238;-829541;-1143289;172;1059;
10174;-831743;-1141818;-831612;-1142868;172;1059;
8372;-837182;-1145015;-836467;-1144236;42;1056;
9262;-830791;-1143064;-830013;-1143779;132;1056;
1524;-825986;-1138307;-824990;-1138656;109;1056;
4173;-828130;-1132358;-827261;-1132959;124;1056;
7255;-827522;-1133969;-826807;-1134746;137;1056;
8150;-829401;-1133234;-828533;-1133835;124;1056;
8207;-827333;-1149049;-826336;-1149398;109;1056;
9590;-831866;-1146358;-831151;-1147135;137;1056;
10143;-827621;-1143632;-827499;-1142583;6;1056;
3541;-829895;-1141680;-829422;-1142619;153;1052;
3842;-829244;-1149249;-828206;-1149080;80;1052;
3889;-828856;-1144749;-827818;-1144580;80;1052;
838;-834100;-1132363;-833701;-1131392;22;1049;
984;-832518;-1143836;-832513;-1144886;179;1049;
1074;-823927;-1138689;-823075;-1138076;54;1049;
1174;-834907;-1138682;-834508;-1137711;22;1049;
1607;-834907;-1138682;-834508;-1137711;22;1049;
3393;-830475;-1149733;-829504;-1150133;112;1049;
7124;-827125;-1138298;-826075;-1138293;89;1049;
306;-828918;-1136273;-827999;-1136774;118;1046;
501;-825112;-1148117;-824612;-1147197;28;1046;
1016;-829439;-1149817;-829231;-1150843;168;1046;
1291;-829426;-1149855;-829219;-1150881;168;1046;
2704;-831212;-1143453;-830292;-1143954;118;1046;
3072;-824566;-1142808;-823614;-1142373;65;1046;
5338;-824415;-1139647;-823965;-1138702;25;1046;
5789;-824415;-1139647;-823965;-1138702;25;1046;
6505;-825112;-1148117;-824612;-1147197;28;1046;
6568;-829439;-1149817;-829231;-1150843;168;1046;
10165;-824403;-1139685;-823953;-1138740;25;1046;
6198;-826487;-1140909;-826242;-1141923;166;1043;
6374;-835949;-1137675;-834985;-1137277;67;1043;
7275;-828640;-1132986;-827836;-1133650;129;1043;
8950;-827121;-1134427;-826316;-1135091;129;1043;
9263;-831037;-1142051;-830791;-1143064;166;1043;
9470;-827288;-1134818;-826484;-1135482;129;1043;
9777;-829624;-1135914;-829226;-1136878;157;1043;
628;-827656;-1139901;-827296;-1140877;159;1040;
1630;-835271;-1136655;-834294;-1136296;69;1040;
3975;-826499;-1140871;-826216;-1141872;164;1040;
4836;-826451;-1141149;-826167;-1142151;164;1040;
5822;-833402;-1140338;-833118;-1141339;164;1040;
6676;-827656;-1139901;-827296;-1140877;159;1040;
410;-825466;-1151428;-825382;-1150392;4;1040;
499;-825773;-1145177;-825452;-1146166;162;1040;
1436;-836475;-1146930;-836391;-1145893;4;1040;
5302;-827582;-1143494;-827498;-1142457;4;1040;
6097;-825785;-1145139;-825464;-1146128;162;1040;
9775;-830154;-1135707;-829832;-1136696;162;1040;
10234;-822830;-1137407;-822746;-1136371;4;1040;
3491;-829915;-1144210;-828877;-1144167;87;1038;
4792;-835698;-1147897;-835123;-1148762;146;1038;
1395;-832331;-1147644;-832159;-1146621;9;1037;
5683;-832304;-1147341;-832132;-1146318;9;1037;
6698;-832573;-1142760;-832400;-1141737;9;1037;
9982;-826810;-1148458;-826638;-1147435;9;1037;
60;-835091;-1149508;-834106;-1149819;107;1032;
867;-831935;-1150418;-831624;-1149433;17;1032;
1306;-831922;-1150329;-831611;-1149345;17;1032;
2179;-834078;-1149389;-833093;-1149701;107;1032;
3747;-828678;-1132999;-827848;-1133612;126;1032;
690;-831280;-1139101;-831199;-1140127;175;1028;
3844;-831275;-1148437;-830250;-1148356;85;1028;
5885;-831279;-1138975;-831198;-1140000;175;1028;
5898;-824354;-1134916;-823715;-1135718;141;1025;
9193;-824789;-1142250;-824744;-1141226;2;1025;
9986;-832686;-1151082;-832641;-1150058;2;1025;
2052;-832531;-1135639;-832170;-1134680;20;1024;
2152;-830475;-1149733;-829517;-1150095;110;1024;
10337;-835335;-1136718;-834479;-1137281;123;1024;
4879;-830804;-1143026;-830037;-1143703;131;1022;
6591;-825481;-1143358;-825258;-1142360;12;1022;
74;-829654;-1146564;-828773;-1147077;120;1019;
1827;-833736;-1146040;-833223;-1145158;30;1019;
2554;-827235;-1149479;-826302;-1149891;113;1019;
2988;-830475;-1149733;-829542;-1150145;113;1019;
3321;-828067;-1132422;-827185;-1132934;120;1019;
4779;-831866;-1146358;-831164;-1147097;136;1019;
5686;-835127;-1147585;-834614;-1146704;30;1019;
7129;-824430;-1138179;-823417;-1138061;83;1019;
7672;-825266;-1135087;-824333;-1135498;113;1019;
7702;-831510;-1136064;-831376;-1135053;7;1019;
8157;-831125;-1133625;-830192;-1134037;113;1019;
8219;-824746;-1148208;-824233;-1147326;30;1019;
10062;-832304;-1147341;-832170;-1146330;7;1019;
1254;-830546;-1132428;-830084;-1131521;27;1018;
1922;-824300;-1139483;-823838;-1138576;27;1018;
2736;-836519;-1144336;-836056;-1143429;27;1018;
4097;-825370;-1135415;-824463;-1135877;117;1018;
4479;-825178;-1138465;-824271;-1138927;117;1018;
6661;-836544;-1144387;-836082;-1143480;27;1018;
9491;-826924;-1150177;-826017;-1150640;117;1018;
1083;-831696;-1142223;-831539;-1143223;171;1012;
2014;-827931;-1136205;-826931;-1136048;81;1012;
3558;-831794;-1141792;-831637;-1142792;171;1012;
6890;-828320;-1150799;-827320;-1150642;81;1012;
7397;-831186;-1148450;-830186;-1148293;81;1012;
242;-826910;-1138312;-825898;-1138320;90;1011;
1858;-833703;-1146660;-832889;-1146059;53;1011;
4806;-827986;-1143415;-827978;-1142403;0;1011;
6312;-828002;-1140518;-827994;-1139506;0;1011;
6731;-828002;-1140518;-827994;-1139506;0;1011;
6947;-828535;-1149103;-827523;-1149110;90;1011;
9391;-828040;-1140530;-828032;-1139518;0;1011;
4145;-828628;-1133024;-827836;-1133650;128;1009;
8986;-832707;-1133803;-831735;-1134076;105;1009;
7353;-829426;-1149855;-829231;-1150843;168;1007;
1164;-832892;-1139835;-832796;-1138837;5;1003;
1925;-837359;-1145114;-836608;-1144450;48;1003;
3040;-827452;-1144797;-826477;-1144564;76;1003;
4375;-826487;-1140909;-826254;-1141884;166;1003;
4941;-833389;-1140376;-833156;-1141351;166;1003;
5295;-826168;-1138913;-825935;-1139888;166;1003;
5741;-827594;-1143456;-827498;-1142457;5;1003;
6339;-832892;-1139835;-832796;-1138837;5;1003;
9037;-828021;-1149651;-827356;-1150402;138;1003;
9327;-833389;-1140376;-833156;-1141351;166;1003;
9366;-827592;-1143203;-827496;-1142204;5;1003;
1951;-831182;-1139532;-830197;-1139717;100;1002;
9612;-832304;-1147341;-832119;-1146356;10;1002;
243;-828167;-1138973;-827228;-1138626;69;1000;
1131;-824060;-1136209;-823122;-1135862;69;1000;
6868;-832722;-1132462;-832451;-1133426;164;1000;
9214;-826451;-1141149;-826180;-1142113;164;1000;
10246;-831012;-1142127;-830741;-1143090;164;1000;
1223;-832532;-1135765;-832209;-1134819;18;1000;
1995;-823933;-1136083;-822982;-1135774;72;1000;
3444;-829227;-1145290;-828276;-1144981;72;1000;
3664;-826854;-1135897;-825903;-1135588;72;1000;
6713;-824424;-1137420;-823473;-1137111;72;1000;
794;-829085;-1134855;-828711;-1133935;22;993;
280;-834459;-1139672;-833590;-1140146;118;990;
966;-830006;-1141211;-829581;-1140316;25;990;
2092;-831137;-1133587;-830242;-1134012;115;990;
2417;-828868;-1136299;-827999;-1136774;118;990;
5088;-832663;-1131349;-831794;-1131824;118;990;
5104;-826912;-1150216;-826017;-1150640;115;990;
5205;-825086;-1148066;-824612;-1147197;28;990;
5661;-825086;-1148066;-824612;-1147197;28;990;
6233;-824364;-1139546;-823940;-1138651;25;990;
7840;-824182;-1145543;-823758;-1144648;25;990;
8337;-831161;-1143479;-830292;-1143954;118;990;
9536;-825086;-1148066;-824612;-1147197;28;990;
10049;-825086;-1148066;-824612;-1147197;28;990;
3113;-830029;-1144247;-829042;-1144178;86;989;
6319;-831280;-1139101;-831212;-1140089;176;989;
10007;-832629;-1148540;-832561;-1149527;176;989;
2169;-835229;-1149469;-834270;-1149704;103;987;
2314;-833834;-1142244;-833080;-1142883;130;987;
2700;-827629;-1143088;-827394;-1142129;13;987;
5317;-826165;-1140215;-825539;-1140979;140;987;
5606;-832686;-1151082;-832628;-1150096;3;987;
5969;-836106;-1136674;-836048;-1135688;3;987;
6020;-825454;-1151466;-825396;-1150480;3;987;
7362;-828388;-1151368;-827402;-1151426;93;987;
7523;-827021;-1143017;-826383;-1142263;40;987;
1376;-826309;-1145856;-826163;-1144883;8;983;
1494;-827580;-1141558;-826879;-1140868;45;983;
2036;-830567;-1136893;-829866;-1136203;45;983;
3549;-833507;-1142475;-832816;-1143176;135;983;
7944;-836097;-1147186;-835951;-1146213;8;983;
7957;-837283;-1145090;-836582;-1144399;45;983;
9505;-825921;-1151324;-825774;-1150351;8;983;
