ID; A.X; A.Y; B.X; B.Y; A; L
625;-836355;-1141641;-835951;-1140303;16;1397;
4586;-834381;-1146316;-834216;-1144928;6;1397;
2262;-833814;-1133350;-832951;-1134446;141;1394;
2036;-829944;-1138163;-829372;-1139431;155;1390;
206;-834333;-1146174;-834197;-1144791;5;1389;
2266;-835663;-1142650;-834724;-1143672;137;1388;
2485;-833851;-1133301;-832997;-1134395;142;1387;
208;-834358;-1149959;-834208;-1148581;6;1386;
2918;-826361;-1145931;-826154;-1144565;8;1382;
841;-831281;-1148458;-829910;-1148287;82;1381;
623;-827707;-1143734;-827465;-1142376;10;1379;
4382;-826537;-1140765;-826219;-1142106;166;1378;
2484;-831757;-1141875;-831513;-1143230;169;1376;
1037;-831344;-1143338;-830227;-1144141;125;1375;
3546;-834033;-1148383;-832888;-1147629;56;1371;
2255;-834361;-1146301;-834212;-1144939;6;1369;
4820;-825460;-1134837;-824300;-1135566;122;1369;
3115;-827952;-1144495;-826650;-1144075;72;1368;
3541;-827990;-1144530;-826688;-1144112;72;1367;
1637;-831437;-1143234;-830376;-1144094;129;1365;
4167;-831794;-1141705;-831556;-1143050;169;1365;
4370;-834361;-1146267;-834217;-1144914;6;1361;
2481;-829676;-1145692;-829184;-1146957;158;1357;
844;-836094;-1147168;-835815;-1145842;11;1355;
4175;-827548;-1141897;-827503;-1143249;178;1353;
4581;-832666;-1143475;-832466;-1144809;171;1349;
4381;-834368;-1143342;-833966;-1142054;17;1348;
3765;-830105;-1145752;-828917;-1145122;62;1345;
840;-827006;-1136018;-825798;-1135428;63;1344;
2708;-834308;-1146076;-834222;-1144738;3;1341;
2924;-834389;-1149983;-834191;-1148658;8;1340;
209;-827288;-1149051;-827087;-1150376;171;1339;
2258;-831778;-1141859;-831524;-1143174;169;1338;
1042;-830035;-1141398;-829438;-1142590;153;1333;
3771;-836087;-1147148;-835817;-1145842;11;1333;
4832;-831771;-1140471;-831747;-1141804;179;1333;
1641;-830045;-1141395;-829441;-1142577;152;1327;
2689;-832644;-1143501;-832451;-1144813;171;1325;
4814;-834318;-1146102;-834213;-1144781;4;1325;
3754;-827784;-1144481;-826534;-1144048;70;1323;
4599;-831789;-1140507;-831756;-1141830;178;1323;
632;-829284;-1135223;-828670;-1134053;27;1321;
616;-824634;-1136327;-823375;-1135927;72;1321;
2265;-834393;-1143324;-834005;-1142063;17;1319;
4169;-835668;-1142631;-834775;-1143595;137;1314;
2030;-825565;-1135374;-824394;-1135963;116;1310;
3555;-830280;-1141675;-830056;-1142966;170;1310;
4380;-825652;-1135314;-824488;-1135913;117;1308;
4595;-835624;-1142671;-834739;-1143631;137;1305;
4592;-837210;-1143120;-837161;-1144423;177;1303;
4823;-836434;-1146169;-835909;-1144979;23;1300;
1060;-825872;-1144176;-824639;-1143769;71;1299;
832;-827883;-1144504;-826652;-1144089;71;1298;
3970;-833880;-1151352;-832585;-1151306;87;1296;
3128;-830232;-1141498;-829625;-1140354;27;1295;
2483;-832873;-1140000;-832857;-1138706;0;1294;
1429;-828481;-1149105;-827187;-1149110;90;1294;
4819;-833876;-1133272;-833064;-1134279;141;1293;
2699;-825382;-1134872;-824295;-1135563;122;1287;
3557;-830056;-1150188;-829684;-1148955;16;1287;
3553;-829296;-1135209;-828695;-1134071;27;1287;
615;-833183;-1144201;-833182;-1142914;0;1286;
197;-827987;-1139595;-827701;-1138341;12;1285;
2275;-833976;-1146308;-833807;-1145035;7;1284;
3759;-829656;-1133093;-828580;-1133794;123;1283;
2268;-830223;-1133991;-829327;-1134910;135;1283;
3558;-827730;-1143785;-827485;-1142528;11;1280;
4368;-826979;-1138224;-825711;-1138399;97;1279;
3123;-834075;-1132421;-833669;-1131207;18;1279;
3131;-831957;-1135871;-831626;-1134636;15;1278;
1646;-834784;-1131544;-833807;-1132368;130;1278;
2931;-827295;-1149051;-827089;-1150312;170;1278;
1830;-834321;-1144293;-833287;-1145038;125;1274;
2932;-825219;-1148213;-824629;-1147085;27;1273;
3334;-835692;-1142611;-834812;-1143531;136;1272;
3775;-829306;-1135218;-828705;-1134096;28;1272;
3130;-832880;-1139753;-832829;-1138483;2;1271;
405;-831242;-1139067;-831187;-1140335;177;1269;
4597;-826267;-1148555;-826077;-1147300;8;1268;
1241;-825157;-1148085;-824555;-1146970;28;1267;
3756;-824597;-1136329;-823399;-1135918;71;1266;
2049;-827467;-1134732;-826476;-1135520;128;1266;
4826;-830230;-1133946;-829393;-1134895;138;1264;
4817;-824264;-1147050;-824248;-1145786;0;1263;
2045;-827561;-1133818;-826732;-1134769;138;1261;
1633;-828073;-1145461;-826836;-1145694;100;1259;
1833;-831315;-1148407;-830058;-1148369;88;1257;
1647;-832184;-1136286;-830931;-1136358;93;1255;
2695;-834373;-1150130;-834195;-1148888;8;1254;
4591;-835348;-1140206;-834879;-1141367;158;1252;
3127;-833961;-1148389;-832954;-1147647;53;1251;
3341;-833792;-1142262;-832858;-1143095;131;1251;
637;-823918;-1140160;-823898;-1141409;179;1249;
198;-832914;-1139941;-832823;-1138695;4;1248;
3335;-832632;-1143599;-832472;-1144838;172;1248;
1638;-825515;-1145259;-824629;-1146135;134;1246;
2489;-825477;-1134908;-824375;-1135488;117;1245;
837;-825356;-1135028;-824208;-1135510;112;1244;
3559;-824638;-1136846;-823513;-1136317;64;1243;
3121;-827434;-1146963;-826549;-1146091;45;1242;
2;-830630;-1141662;-829855;-1142628;141;1238;
1440;-830805;-1144903;-829631;-1144509;71;1237;
1630;-825010;-1142968;-824116;-1143823;133;1237;
2253;-826897;-1138223;-825675;-1138415;98;1237;
3328;-826287;-1145486;-825970;-1146680;165;1235;
1039;-834093;-1147611;-832923;-1147218;71;1234;
4596;-837213;-1143134;-836820;-1141965;18;1233;
1240;-832336;-1146144;-831359;-1146894;127;1231;
200;-831197;-1141638;-830849;-1142817;163;1229;
3134;-830050;-1150176;-829684;-1149002;17;1229;
1051;-828365;-1149081;-827137;-1149131;92;1229;
2033;-829151;-1133481;-828063;-1134051;117;1229;
4384;-832595;-1143742;-832458;-1144962;173;1227;
1839;-831403;-1143318;-830414;-1144043;126;1226;
842;-830035;-1145738;-828961;-1145146;61;1226;
4168;-829915;-1138233;-829401;-1139347;155;1226;
398;-824625;-1136339;-823465;-1135939;70;1226;
4834;-826219;-1148069;-825953;-1146873;12;1225;
2691;-830043;-1147521;-829694;-1148695;163;1225;
4833;-825952;-1151469;-825748;-1150262;9;1224;
3549;-827343;-1146860;-826456;-1146017;46;1223;
1629;-835116;-1149502;-833942;-1149844;106;1223;
2711;-824801;-1145784;-824640;-1146996;172;1223;
3142;-827736;-1143803;-827496;-1142604;11;1222;
838;-827693;-1143391;-827434;-1142196;12;1222;
1043;-825523;-1145249;-824638;-1146091;133;1222;
854;-829281;-1135195;-828709;-1134116;27;1221;
3346;-830765;-1150622;-829731;-1151272;122;1221;
2700;-832874;-1139824;-832843;-1138605;1;1219;
426;-832874;-1139694;-832805;-1138477;3;1218;
4391;-832275;-1133386;-831083;-1133628;101;1216;
4182;-832268;-1133376;-831078;-1133625;101;1216;
3976;-835719;-1144804;-834969;-1143849;38;1214;
2510;-830201;-1133993;-829372;-1134881;136;1214;
2936;-831945;-1135796;-831614;-1134628;15;1213;
410;-834497;-1147818;-833383;-1147336;66;1213;
2930;-824788;-1145807;-824638;-1147010;172;1213;
1237;-825556;-1138416;-824409;-1138810;108;1212;
2923;-834306;-1146039;-834226;-1144830;3;1212;
2938;-832542;-1143815;-832449;-1145022;175;1211;
2044;-830144;-1134068;-829290;-1134926;135;1210;
2034;-827835;-1134972;-827067;-1135907;140;1210;
412;-824252;-1145811;-823903;-1144655;16;1208;
2499;-830831;-1142926;-830015;-1143817;137;1207;
21;-827509;-1144951;-826379;-1144526;69;1207;
1057;-834702;-1131609;-833777;-1132384;129;1206;
403;-832096;-1151150;-831851;-1149970;11;1205;
1055;-831658;-1131457;-830752;-1132251;131;1204;
4816;-834362;-1149883;-834218;-1148687;6;1204;
850;-825181;-1143905;-824007;-1143635;77;1204;
3766;-826946;-1135980;-825867;-1135446;63;1203;
1634;-834060;-1147636;-832931;-1147221;69;1202;
1034;-825396;-1135451;-824335;-1136014;117;1201;
27;-835361;-1131951;-834299;-1132507;117;1197;
2053;-830832;-1142980;-829949;-1143790;132;1197;
2504;-831302;-1138981;-831123;-1140165;171;1196;
3544;-833229;-1143502;-833096;-1142312;6;1196;
4610;-834334;-1138924;-833972;-1137784;17;1196;
2261;-829926;-1138190;-829436;-1139280;155;1195;
4170;-825409;-1134969;-824355;-1135530;118;1194;
214;-825950;-1151462;-825744;-1150286;9;1193;
2491;-829099;-1133487;-828082;-1134111;121;1192;
3573;-836343;-1141538;-835984;-1140401;17;1192;
3547;-829166;-1143417;-828217;-1142695;52;1192;
3789;-824529;-1145106;-823916;-1144085;30;1191;
2703;-831768;-1150337;-830892;-1151142;132;1189;
1433;-834184;-1147670;-833067;-1147260;69;1189;
1225;-827900;-1144499;-826769;-1144129;71;1189;
1230;-825535;-1134952;-824443;-1135423;113;1189;
4838;-832553;-1143949;-832472;-1145135;176;1188;
425;-835256;-1147876;-834829;-1146766;21;1188;
3975;-825514;-1135419;-824437;-1135922;115;1188;
2694;-832391;-1139717;-832184;-1140886;170;1187;
3143;-826385;-1145957;-826144;-1144795;11;1187;
31;-831112;-1142872;-830160;-1143582;126;1186;
3117;-824671;-1136361;-823553;-1135969;70;1185;
621;-832492;-1142175;-832170;-1141036;15;1183;
418;-827698;-1143748;-827488;-1142585;10;1181;
3787;-826238;-1144501;-825216;-1143911;60;1180;
4614;-831799;-1146510;-831001;-1147381;137;1180;
3550;-830188;-1141424;-829632;-1140384;28;1179;
1227;-834154;-1147682;-833066;-1147227;67;1179;
2278;-832253;-1133381;-831094;-1133593;100;1178;
635;-836088;-1147148;-835863;-1145992;11;1178;
26;-834202;-1144397;-833233;-1145065;124;1177;
1832;-831795;-1150443;-830869;-1151170;128;1177;
3568;-823930;-1138659;-822940;-1138021;57;1177;
2704;-831782;-1140558;-831752;-1141734;178;1175;
3118;-831226;-1138868;-831181;-1140041;177;1174;
212;-834125;-1132415;-833696;-1131323;21;1173;
3144;-835235;-1147853;-834788;-1146769;22;1171;
3122;-831193;-1141616;-830845;-1142735;162;1171;
5;-828401;-1149106;-827230;-1149110;90;1171;
203;-829640;-1141963;-829225;-1140869;20;1170;
1050;-833769;-1142250;-832925;-1143060;133;1170;
3141;-824610;-1147899;-823872;-1146991;39;1170;
1031;-827564;-1136106;-826448;-1135756;72;1169;
2029;-826791;-1138264;-825627;-1138384;95;1169;
4842;-828967;-1145024;-828677;-1143893;14;1167;
3978;-827763;-1143351;-827420;-1142235;17;1167;
2264;-825586;-1135351;-824543;-1135874;116;1166;
639;-828283;-1144669;-827202;-1144231;67;1166;
627;-826905;-1136013;-825895;-1135429;59;1166;
843;-833032;-1149664;-831888;-1149439;78;1165;
4383;-837212;-1143298;-837148;-1144461;176;1165;
3564;-832878;-1139716;-832807;-1138553;3;1165;
1249;-824699;-1148133;-824236;-1147064;23;1164;
2271;-835684;-1138364;-835201;-1139423;155;1164;
851;-826185;-1144475;-825171;-1143903;60;1163;
1834;-832248;-1133995;-831115;-1134259;103;1163;
4622;-830185;-1134023;-829395;-1134876;137;1162;
1627;-827552;-1136116;-826444;-1135766;72;1162;
2911;-830990;-1135660;-830893;-1134502;4;1161;
413;-837238;-1143206;-836848;-1142112;19;1161;
2710;-834355;-1139069;-834006;-1137962;17;1161;
641;-830256;-1141661;-830124;-1142814;173;1160;
205;-830991;-1135708;-830904;-1134552;4;1159;
1046;-826831;-1150304;-825735;-1150681;109;1158;
4809;-830011;-1147549;-829677;-1148658;163;1158;
3331;-827592;-1141907;-827450;-1143056;172;1158;
2721;-832866;-1132469;-832336;-1133498;152;1157;
856;-830153;-1141358;-829614;-1140335;27;1155;
4618;-830827;-1142972;-830027;-1143807;136;1155;
3772;-831081;-1142998;-830079;-1143575;119;1155;
10;-831141;-1143507;-830194;-1144169;124;1154;
4379;-825413;-1134969;-824387;-1135498;117;1154;
1255;-823920;-1138671;-822957;-1138036;56;1153;
3792;-825426;-1135431;-824399;-1135958;117;1153;
2722;-830781;-1142975;-829990;-1143814;136;1153;
1428;-834680;-1149603;-833578;-1149941;107;1153;
1649;-828301;-1149079;-827150;-1149135;92;1152;
857;-827492;-1147967;-826487;-1147406;60;1151;
2063;-831115;-1148423;-829965;-1148383;88;1150;
3755;-832562;-1142625;-832281;-1141509;14;1150;
1642;-832241;-1133362;-831116;-1133603;102;1150;
2696;-827719;-1143853;-827508;-1142723;10;1150;
2920;-832890;-1139823;-832818;-1138675;3;1149;
2501;-834765;-1132618;-834199;-1133618;150;1149;
1226;-824460;-1136246;-823361;-1135909;72;1149;
2475;-831788;-1140727;-831733;-1141875;177;1148;
3146;-823920;-1138655;-822957;-1138030;57;1148;
3140;-832496;-1146261;-831746;-1145392;40;1147;
2709;-834182;-1132610;-833664;-1133635;153;1147;
3569;-826374;-1145911;-826130;-1144790;12;1147;
4822;-833227;-1143297;-833145;-1144441;175;1146;
1036;-828031;-1145482;-826903;-1145687;100;1146;
213;-824796;-1145897;-824639;-1147031;172;1145;
3570;-836087;-1147148;-835882;-1146021;10;1145;
3758;-834128;-1147661;-833072;-1147217;67;1145;
2287;-827795;-1135005;-827103;-1135917;142;1145;
2490;-831755;-1146567;-830954;-1147385;135;1144;
4173;-832284;-1140229;-832169;-1141368;174;1144;
3977;-831136;-1133605;-830083;-1134053;113;1144;
4603;-831684;-1150417;-830861;-1151212;134;1144;
4828;-827741;-1143944;-827509;-1142825;11;1143;
4385;-831652;-1131458;-830794;-1132213;131;1143;
2480;-825584;-1135337;-824573;-1135868;117;1141;
2498;-828443;-1149540;-827888;-1150538;150;1141;
1054;-832257;-1133366;-831143;-1133615;102;1141;
2913;-831234;-1138735;-831195;-1139876;178;1141;
3542;-824588;-1136325;-823510;-1135952;70;1140;
3554;-825170;-1143560;-824890;-1142454;14;1140;
1852;-825560;-1145192;-824757;-1146000;135;1139;
35;-831085;-1133621;-830054;-1134107;115;1139;
16;-829515;-1133208;-828553;-1133818;122;1139;
4190;-831082;-1148425;-829944;-1148381;87;1138;
434;-826352;-1145949;-826139;-1144831;10;1138;
4178;-827428;-1134755;-826529;-1135451;127;1137;
2921;-835153;-1149017;-834690;-1147978;24;1136;
1426;-827939;-1144500;-826850;-1144173;73;1136;
2914;-830260;-1141948;-830014;-1143058;167;1136;
862;-832559;-1143830;-832538;-1144966;178;1136;
2039;-827540;-1142068;-827523;-1143203;179;1135;
4378;-829914;-1138199;-829450;-1139235;155;1135;
228;-824245;-1145755;-823887;-1144679;18;1134;
397;-827836;-1144469;-826761;-1144108;71;1134;
1033;-827796;-1144455;-826706;-1144142;74;1133;
234;-825187;-1148135;-824648;-1147138;28;1133;
1243;-826201;-1144473;-825212;-1143922;60;1132;
1829;-827950;-1145502;-826843;-1145738;102;1132;
4387;-830824;-1142985;-830032;-1143795;135;1132;
631;-824591;-1136842;-823573;-1136345;63;1132;
835;-824465;-1136274;-823392;-1135914;71;1131;
2272;-824957;-1143056;-824108;-1143804;131;1131;
3585;-828885;-1135479;-828420;-1134448;24;1131;
3355;-831427;-1143283;-830524;-1143964;127;1130;
4831;-834792;-1144971;-834588;-1143859;10;1130;
2933;-832569;-1135788;-832163;-1134733;21;1130;
2060;-833961;-1146194;-833828;-1145072;6;1129;
15;-833861;-1151332;-832732;-1151320;89;1129;
0;-827838;-1144476;-826759;-1144144;72;1128;
2925;-834130;-1132706;-833650;-1133728;154;1128;
3150;-827782;-1133866;-827041;-1133015;41;1128;
1827;-834899;-1131466;-834036;-1132193;130;1128;
3552;-826944;-1136013;-825963;-1135458;60;1126;
4608;-825453;-1134925;-824454;-1135444;117;1126;
2035;-825386;-1134970;-824383;-1135483;117;1126;
4194;-833960;-1146237;-833823;-1145120;6;1124;
20;-825468;-1135412;-824457;-1135905;116;1124;
1648;-830993;-1142883;-830121;-1143592;129;1123;
1231;-826954;-1142842;-826137;-1142071;46;1123;
1854;-831850;-1146466;-831053;-1147257;134;1122;
3330;-834061;-1147633;-832995;-1147280;71;1122;
2701;-833242;-1143349;-833147;-1144467;175;1122;
8;-830846;-1144980;-829833;-1144501;64;1121;
242;-826285;-1148100;-825947;-1147031;17;1121;
634;-829897;-1145655;-828915;-1145113;61;1121;
3979;-832404;-1146130;-831486;-1146774;125;1121;
4811;-835141;-1149108;-834720;-1148070;22;1119;
37;-834100;-1143465;-833066;-1143887;112;1116;
1251;-827778;-1143356;-827407;-1142304;19;1115;
2515;-834789;-1144939;-834631;-1143835;8;1115;
2734;-823958;-1138711;-823053;-1138060;54;1115;
2040;-824704;-1143276;-823898;-1144045;133;1114;
2934;-835235;-1147853;-834791;-1146831;23;1113;
1859;-827434;-1134737;-826561;-1135429;128;1113;
3773;-824827;-1142225;-824683;-1141121;7;1113;
2690;-835181;-1149177;-834789;-1148135;20;1112;
2729;-829637;-1141935;-829566;-1143046;176;1112;
4600;-831948;-1135954;-831729;-1134863;11;1112;
4185;-827693;-1145949;-826710;-1146470;117;1112;
646;-833740;-1148217;-832836;-1147569;54;1112;
2717;-827290;-1139361;-826945;-1140418;161;1111;
438;-826713;-1134735;-826299;-1133705;21;1110;
1457;-829754;-1146561;-828791;-1147115;119;1110;
4835;-831755;-1150361;-830930;-1151103;131;1109;
30;-833595;-1150687;-832487;-1150724;91;1108;
421;-834288;-1145965;-834211;-1144859;3;1108;
1232;-831208;-1142882;-830258;-1143452;120;1108;
2915;-827963;-1139503;-827693;-1138428;14;1108;
3157;-836087;-1147147;-835897;-1146056;9;1106;
1444;-823872;-1138631;-822947;-1138023;56;1106;
1640;-830345;-1147096;-829664;-1147967;142;1105;
4177;-830810;-1143029;-829991;-1143772;132;1105;
1248;-825421;-1135439;-824429;-1135926;116;1105;
2937;-835264;-1140528;-834779;-1141522;153;1105;
4837;-825156;-1148079;-824637;-1147104;28;1105;
4836;-829664;-1145718;-829259;-1146746;158;1105;
3353;-834641;-1139626;-833650;-1140113;116;1104;
4601;-831737;-1141996;-831546;-1143083;170;1104;
1459;-834216;-1144396;-833292;-1145002;123;1104;
647;-826047;-1138312;-824991;-1138632;106;1103;
3982;-832867;-1150764;-831781;-1150569;79;1103;
4589;-829005;-1133567;-828030;-1134083;117;1103;
2917;-834082;-1132390;-833721;-1131348;19;1103;
2713;-826260;-1148463;-826097;-1147372;8;1103;
1838;-825215;-1135510;-824258;-1136059;119;1103;
4187;-834235;-1148100;-833272;-1148638;119;1102;
2277;-831318;-1139036;-831130;-1140123;170;1102;
437;-836348;-1141647;-835992;-1140604;18;1102;
4612;-831298;-1140581;-831241;-1141682;177;1102;
638;-825159;-1143361;-824837;-1142306;16;1102;
2718;-834721;-1132675;-834216;-1133655;152;1102;
3990;-837288;-1145110;-836552;-1144290;41;1102;
4588;-828325;-1149742;-827753;-1150684;148;1101;
1463;-828787;-1132992;-827856;-1133581;122;1101;
1449;-831246;-1143420;-830359;-1144073;126;1101;
650;-830018;-1150099;-829691;-1149047;17;1101;
4174;-826654;-1137713;-825553;-1137673;87;1101;
4604;-833966;-1146244;-833835;-1145151;6;1100;
1062;-832192;-1136261;-831095;-1136348;94;1100;
2526;-823998;-1138788;-823162;-1138072;49;1100;
4611;-832227;-1133403;-831152;-1133636;102;1099;
4839;-832881;-1132521;-832320;-1133467;149;1099;
4846;-832588;-1135861;-832215;-1134828;19;1098;
4587;-834725;-1145117;-834629;-1144023;5;1098;
230;-832560;-1135746;-832158;-1134725;21;1097;
4161;-826805;-1138281;-825712;-1138375;94;1097;
3799;-830829;-1146683;-830213;-1145776;34;1096;
3356;-834255;-1148112;-833282;-1148616;117;1096;
4397;-835668;-1138411;-835232;-1139416;156;1095;
3572;-833920;-1146784;-833018;-1146163;55;1095;
2476;-830340;-1141749;-830019;-1142796;162;1094;
4594;-824253;-1146882;-824250;-1145787;0;1094;
4372;-832558;-1133894;-831492;-1134142;103;1093;
648;-832882;-1139743;-832809;-1138652;3;1093;
1435;-830652;-1141640;-829979;-1142502;142;1093;
3154;-833244;-1143364;-833155;-1144454;175;1093;
3354;-832207;-1136270;-831117;-1136358;94;1093;
3162;-826146;-1140734;-825828;-1141780;163;1092;
3983;-833036;-1149669;-831964;-1149453;78;1092;
3779;-837286;-1145096;-836545;-1144294;42;1092;
4002;-828829;-1133027;-827857;-1133524;117;1092;
2912;-832429;-1139642;-832203;-1140710;168;1091;
222;-826313;-1145791;-826156;-1144710;8;1091;
3348;-832241;-1133374;-831174;-1133606;102;1091;
423;-830038;-1150151;-829700;-1149114;18;1090;
2507;-828899;-1136231;-827964;-1136792;120;1090;
1081;-834075;-1137859;-833003;-1137660;79;1090;
414;-834106;-1132781;-833629;-1133762;154;1090;
9;-832457;-1146064;-831587;-1146722;127;1090;
1841;-827571;-1141947;-827506;-1143035;176;1090;
1040;-832653;-1143738;-832474;-1144813;170;1090;
4825;-837196;-1143266;-837171;-1144355;178;1089;
406;-824290;-1147035;-824242;-1145947;2;1088;
3337;-824897;-1143068;-824105;-1143816;133;1088;
4848;-824255;-1145826;-823934;-1144786;17;1088;
2069;-834282;-1148070;-833324;-1148584;118;1087;
2527;-831189;-1133552;-830197;-1133995;114;1086;
2286;-830817;-1142973;-830051;-1143745;135;1086;
4613;-829035;-1132068;-827999;-1132395;107;1086;
2939;-836088;-1147149;-835904;-1146079;9;1085;
4396;-831833;-1146488;-831082;-1147270;136;1084;
1445;-825416;-1145368;-824633;-1146117;133;1084;
3378;-824284;-1146672;-824257;-1145589;1;1083;
2706;-826322;-1145748;-826176;-1144674;7;1083;
2062;-831815;-1146495;-831053;-1147266;135;1083;
3163;-836338;-1141581;-836001;-1140552;18;1083;
429;-829435;-1149724;-829242;-1150789;169;1082;
404;-827287;-1148753;-827187;-1149830;174;1081;
2270;-826527;-1140839;-826258;-1141887;165;1081;
3133;-827267;-1149151;-827115;-1150222;171;1081;
1628;-827801;-1144458;-826766;-1144145;73;1081;
3575;-825174;-1148120;-824654;-1147173;28;1080;
836;-824291;-1146110;-824043;-1145059;13;1079;
3333;-831257;-1148400;-830178;-1148371;88;1079;
202;-824732;-1145584;-824260;-1144613;25;1079;
215;-835233;-1140578;-834781;-1141557;155;1078;
14;-825435;-1145373;-824648;-1146110;133;1077;
2943;-823910;-1138658;-823019;-1138054;55;1076;
3132;-824538;-1136795;-823560;-1136345;65;1076;
1261;-828818;-1133035;-827865;-1133533;117;1075;
1635;-835352;-1131944;-834404;-1132447;117;1074;
4617;-825922;-1151333;-825745;-1150274;9;1073;
4640;-830774;-1139008;-830680;-1137938;4;1073;
2525;-826999;-1133125;-826482;-1134066;151;1073;
3159;-829199;-1143484;-828383;-1142787;49;1072;
3790;-825168;-1148116;-824649;-1147177;28;1072;
2071;-836626;-1142470;-835897;-1143256;137;1072;
660;-835289;-1147921;-834900;-1146922;21;1072;
1443;-834012;-1137849;-832973;-1137586;75;1071;
654;-832186;-1146861;-831654;-1145931;29;1071;
1462;-825500;-1135398;-824529;-1135851;115;1071;
2692;-827962;-1139515;-827718;-1138472;13;1071;
2288;-835275;-1149771;-835110;-1148713;8;1070;
1464;-831048;-1133605;-830085;-1134073;115;1070;
2520;-833278;-1143399;-833169;-1144464;174;1069;
1856;-834635;-1139625;-833675;-1140096;116;1069;
2506;-826722;-1138239;-825671;-1138433;100;1068;
221;-831939;-1135758;-831665;-1134726;14;1068;
3576;-828518;-1139183;-828319;-1138133;10;1068;
1469;-826669;-1148061;-825742;-1147530;60;1068;
4389;-832293;-1140095;-832182;-1141157;174;1068;
220;-836393;-1146030;-835953;-1145057;24;1067;
